The ^ati++++=The
use ^nn++++=use
of ^in++++=of
surgical ^nn++++=surgical
masks ^vbz++++=masks
by ^in++++=by
patients ^nns++++=patients
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++agls+xvbnx+=shown
to ^to+vcmp+++=to
reduce ^vbi++++=reduce
aerosol ^nn+++??+=aerosol
transmission ^nn++++=transmission,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
when ^wrb+who+++=when
individuals ^nns++++=individuals
present ^nn++++=present
with ^in++++=with
mild ^jj+atrb+++=mild
respiratory ^jj+atrb+++=respiratory
symptoms ^nns++++=symptoms
or ^cc++++=or
are ^vb+ber+vrb++=are
in ^in++++=in
contact ^nn++++=contact
with ^in++++=with
persons ^nns++++=persons
suspected ^vbd+vprv++xvbn+=suspected
of ^in++++=of
having ^xvbg+++xvbg+=having
Covid ^np+++??+=COVID-19.
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
practice ^nn++++=practice
is ^vbz+bez+aux++=is
recommended ^vpsv++agls+xvbnx+=recommended
from ^in++++=from
the ^ati++++=the
time ^nn++++=time
of ^in++++=of
arrival ^nn++++=arrival
at ^rb++++=at
healthcare ^nn+++??+=healthcare
facilities ^nns++++=facilities,
, ^zz++++=EXTRAWORD
throughout ^in++++=throughout
their ^pp$+pp3+++=their
stay ^nn++++=stay
in ^in++++=in
isolation ^nn++++=isolation
areas ^nns++++=areas,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
during ^in++++=during
movement ^nn++++=movement
within ^in++++=within
the ^ati++++=the
facility ^nn++++=facility,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
transport ^nn++++=transport
between ^in++++=between
different ^jj+atrb+++=different
areas ^nns++++=areas
or ^cc++++=or
sectors ^nns++++=sectors.
. ^zz++++=EXTRAWORD
Patients ^nns++++=Patients
are ^vb+ber+aux++=are
also ^rb++splt++=also
advised ^vpsv++agls+xvbnx+=advised
to ^to+vcmp+++=to
minimize ^vb+++??+=minimize
contact ^nn++++=contact
with ^in++++=with
the ^ati++++=the
mask ^nn++++=mask,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
well ^rb++++=well
as ^cs+sub+++=as
with ^in++++=with
their ^pp$+pp3+++=their
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
face ^nn++++=face,
, ^zz++++=EXTRAWORD
to ^in++++=to
further ^jjb+atrb+++=further
decrease ^nn++++=decrease
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
transmission.22 ^nn++++=transmission.22-23
- ^zz++++=EXTRAWORD
23 ^nn++++=EXTRAWORD
