The ^ati++++=The
objective ^nn++++=objective
of ^in++++=of
this ^dt+dem+++=this
paper ^nn++++=paper
is ^vbz+bez+aux++=is
to ^to++++=to
provide ^vbi+vsua+++=provide
evidence ^nn++++=evidence-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
guidelines ^nns+++??+=guidelines
to ^to++++=to
assist ^vbi++++=assist
surgeons ^nns++++=surgeons
in ^in++++=in
the ^ati++++=the
surgical ^jj+atrb+++=surgical
management ^nn++++=management
of ^in++++=of
the ^ati++++=the
airway ^nn++++=airway
in ^in++++=in
patients ^nns++++=patients
with ^in++++=with
suspected ^jj++++=suspected
or ^cc++++=or
confirmed ^vbn+vpub+++=confirmed
covid ^np++++=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
infection ^nn++++=infection.
. ^zz++++=EXTRAWORD
