The ^ati++++=The
communication ^nn+nom+++=communication
between ^in++++=between
the ^ati++++=the
participants ^nns+nom+++=participants
of ^in++++=of
the ^ati++++=the
class ^nn++++=class
at ^in++++=at
this ^dt+dem+++=this
point ^nn++++=point
is ^vbz+bez+vrb++=is
therefore ^rb+cnj+++=therefore
mostly ^rb++++=mostly
verbal ^jj++++=verbal
and ^cc++++=and
through ^in++++=through
gestures ^nns++++=gestures,
, ^zz++++=EXTRAWORD
similar ^jj++++=similar
to ^in++++=to
everyday ^jjb+atrb+++=everyday
communication ^nn+nom+++=communication
in ^in++++=in
an ^at++++=an
informal ^jj+atrb+++=informal
context ^nn++++=context,
, ^zz++++=EXTRAWORD
including ^in++++=including
everyday ^jjb++++=everyday
translanguaging ^xvbg+++xvbg+=translanguaging
involving ^vbg+++xvbg+=involving
Portuguese ^nn+nom+++=Portuguese,
, ^zz++++=EXTRAWORD
English ^jj++++=English
and ^cc++++=and
potentially ^rb++++=potentially
other ^ap++++=other
shared ^jj+atrb++xvbn+=shared
languages ^nns+nom+++=languages,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
a ^at++++=a
multilingual ^jj+atrb+++=multilingual
group ^nn++++=group.
. ^zz++++=EXTRAWORD
