The ^ati++++=The
concentration ^nn+nom+++=concentration
of ^in++++=of
the ^ati++++=the
authors ^nns++++=authors
responsible ^jj++++=responsible
for ^in++++=for
these ^dt+dem+++=these
documents ^nns+nom+++=documents
in ^in++++=in
the ^ati++++=the
institutions ^nns+nom+++=institutions
of ^in++++=of
the ^ati++++=the
Southeastern ^np+++??+=Southeastern
and ^cc++++=and
Southern ^jj++++=Southern
states ^vbz+vpub+++=states
does ^vbz+doz+vrb++=does
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
ignore ^vb++++=ignore
the ^ati++++=the
significant ^jj+atrb+++=significant
collaboration ^nn+nom+++=collaboration
with ^in++++=with
colleagues ^nns++++=colleagues
from ^in++++=from
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
country ^nn++++=country
s ^zz++++=s
extensive ^jj+atrb+++=extensive
geography ^nn++++=geography.
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn+nom+++=addition,
, ^zz++++=EXTRAWORD
states ^nns++++=states
such ^abl++++=such
as ^ql++++=as
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo,
, ^zz++++=EXTRAWORD
Minas ^np+++??+=Minas
Gerais ^np+++??+=Gerais
or ^cc++++=or
Rio ^np+++??+=Rio
de ^&fw++++=de
Janeiro ^np+++??+=Janeiro
can ^md+pos+++=can
hardly ^rb+down+++=hardly
be ^vb+be+aux++=be
considered ^vpsv++agls+xvbnx+=considered
as ^ql++++=as
homogeneous ^jj++++=homogeneous
within ^in++++=within
each ^dt++++=each
other ^ap++++=other.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
include ^vb++++=include
a ^at++++=a
diversity ^nn+nom+++=diversity
of ^in++++=of
institutions ^nns+nom+++=institutions
federal ^jj++++=federal,
, ^zz++++=EXTRAWORD
state ^nn++++=state,
, ^zz++++=EXTRAWORD
private ^jj++++=private
among ^in++++=among
which ^whp+rel+pied++=which
presumably ^rb++++=presumably
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
also ^rb++++=also
collaboration ^nn+nom+++=collaboration
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
their ^pp$+pp3+++=their
publications ^nns+nom+++=publications.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
this ^dt+pdem+++=this
gives ^vbz++++=gives
further ^jjb+atrb+++=further
nuance ^nn++++=nuance
to ^in++++=to
the ^ati++++=the
idea ^nn++++=idea
of ^in++++=of
academic ^jj+atrb+++=academic
inbreeding ^nn++++=inbreeding
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
authors ^nns++++=authors
affiliation ^nn+nom+++=affiliation
within ^in++++=within
the ^ati++++=the
same ^ap++++=same
state ^vb+vpub+++=state
given ^vbd+++xvbn+=given
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example,
, ^zz++++=EXTRAWORD
collaboration ^nn+nom+++=collaboration
between ^in++++=between
authors ^nns++++=authors
from ^in++++=from
Unicamp ^np+++??+=Unicamp
( ^zz++++=(Universidade
universidade ^nn+++??+=EXTRAWORD
Estadual ^np+nom++??+=Estadual
de ^&fw++++=de
Campinas ^np+++??+=Campinas)
) ^zz++++=EXTRAWORD
with ^in++++=with
those ^dt+dem+++=those
of ^in++++=of
Usp ^np+++??+=USP
( ^zz++++=(Universidade
universidade ^nn+++??+=EXTRAWORD
de ^&fw++++=de
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
both ^abx++++=both
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
state ^nn++++=state,
, ^zz++++=EXTRAWORD
can ^md+pos+++=can
hardly ^rb+down+++=hardly
be ^vb+be+aux++=be
classified ^vpsv++agls+xvbn+=classified
as ^ql++++=as
a ^at++++=a
provincial ^jj+atrb+++=provincial
interaction ^nn+nom+++=interaction.
. ^zz++++=EXTRAWORD
