The ^ati++++=The
evaluation ^nn+nom+++=evaluation
has ^vbz+hvz+vrb++=has
a ^at++++=a
formative ^jj+atrb+++=formative
function ^nn+nom+++=function
because ^cs+cos+++=because
the ^ati++++=the
decision ^nn++++=decision-making
- ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=EXTRAWORD
in ^in++++=in
the ^ati++++=the
educational ^jj+atrb+++=educational
process ^nns+nom+++=process,
, ^zz++++=EXTRAWORD
for ^in++++=for
its ^pp$+it+++=its
improvement ^nn+nom+++=improvement,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
oriented ^vpsv++agls+xvbnx+=oriented
towards ^in++++=towards
the ^ati++++=the
education ^nn+nom+++=education
and ^cc++++=and
development ^nn+nom+++=development
of ^in++++=of
the ^ati++++=the
learner ^nn++++=learner,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
also ^rb++++=also
towards ^in++++=towards
the ^ati++++=the
education ^nn+nom+++=education
of ^in++++=of
the ^ati++++=the
family ^nn++++=family
and ^cc++++=and
their ^pp$+pp3+++=their
ways ^nns++++=ways
of ^in++++=of
acting ^xvbg+++xvbg+=acting
at ^rb++++=at
home ^nr++++=home,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
preparation ^nn+nom+++=preparation
towards ^in++++=towards
the ^ati++++=the
educational ^jj+atrb+++=educational
agencies ^nns++++=agencies.
. ^zz++++=EXTRAWORD
