The ^ati++++=The
football ^nn++++=football
tournaments ^nns+nom+++=tournaments
involving ^vwbg+++xvbg+=involving
these ^dt+dem+++=these
Timorese ^np+nom++??+=Timorese
teams ^nns++++=teams
in ^in++++=in
Dungannon ^np+++??+=Dungannon
and ^cc++++=and
Cookstown ^np+++??+=Cookstown,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
( ^zz++++=(and
and ^cc++++=EXTRAWORD
still ^rb++++=still
are ^vb+ber+vrb++=are)
) ^zz++++=EXTRAWORD
scheduled ^vb+++xvbn+=scheduled
to ^to+vcmp+++=to
coincide ^vbi++++=coincide
with ^in++++=with
dates ^nns++++=dates
of ^in++++=of
national ^jj+atrb+++=national,
, ^zz++++=EXTRAWORD
political ^jj+atrb+++=political
significance ^nn+nom+++=significance
in ^in++++=in
Timor ^np+++??+=Timor-Leste.
- ^zz++++=EXTRAWORD
leste ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+aux++=are
held ^vpsv++agls+xvbnx+=held
either ^dtx++++=either
on ^in++++=on
May ^md+pos+++=May
20 ^cd++++=20
( ^zz++++=(the
the ^ati++++=EXTRAWORD
anniversary ^nn+nom+++=anniversary
of ^in++++=of
Independence ^nn+nom+++=Independence)
) ^zz++++=EXTRAWORD
or ^cc++++=or
on ^in++++=on
August ^nr++++=August
30 ^cd++++=30
( ^zz++++=(the
the ^ati++++=EXTRAWORD
anniversary ^nn+nom+++=anniversary
of ^in++++=of
the ^ati++++=the
decisive ^jj+atrb+++=decisive
Referendum ^nn++++=Referendum
on ^in++++=on
Independence ^nn+nom+++=Independence
in ^in++++=in
1999 ^cd+date+++=1999).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
Figure ^nn++++=Figure
3 ^zz++++=3
below ^in+strn+++=below,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
include ^vb++++=include
two ^cd++++=two
photographs ^nns++++=photographs
of ^in++++=of
the ^ati++++=the
cup ^nn++++=cup
won ^vwbn+++xvbn+=won
by ^in++++=by
Fitun ^np+++??+=Fitun
Unidade ^np+++??+=Unidade
in ^in++++=in
the ^ati++++=the
2014 ^cd++++=2014
tournament ^nn+nom+++=tournament
of ^in++++=of
May ^md+pos+++=May
20 ^cd++++=20,
, ^zz++++=EXTRAWORD
along ^in++++=along
with ^in"++++=with
the ^ati++++=the
medals ^nns++++=medals
won ^vwbn+++xvbn+=won
by ^in++++=by
individual ^jj+atrb+++=individual
players ^nns+nom+++=players
( ^zz++++=(e.g.
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
as ^in++++=as
man ^nn++++=man
of ^in++++=of
the ^ati++++=the
match ^nn++++=match,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
as ^in++++=as
highest ^jjt+atrb+++=highest
goal ^nn++++=goal
scorer ^jjr++++=scorer).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
