The ^ati++++=The
preservation ^nn+nom+++=preservation
of ^in++++=of
legacy ^nn++++=legacy
materials ^nns+nom+++=materials
involves ^vbz++++=involves
certain ^jj+atrb+++=certain
key ^jjb+atrb+++=key
steps ^nns++++=steps:
: ^zz++++=EXTRAWORD
locating ^jj+++xvbg+=locating
the ^ati++++=the
materials ^nns+nom+++=materials;
; ^zz++++=EXTRAWORD
appraising ^vbg+++xvbg+=appraising
their ^pp$+pp3+++=their
physical ^jj+atrb+++=physical
condition ^nn+nom+++=condition;
; ^zz++++=EXTRAWORD
organizing ^jj+++xvbg+=organizing
them ^pp3o+pp3+++=them
in ^in++++=in
a ^at++++=a
basic ^jj+atrb+++=basic
way ^nn++++=way;
; ^zz++++=EXTRAWORD
transporting ^jj+++xvbg+=transporting
them ^pp3o+pp3+++=them
to ^in++++=to
an ^at++++=an
archive ^nn++++=archive
or ^cc++++=or
other ^ap++++=other
( ^zz++++=(temporary)
temporary ^jj++++=EXTRAWORD
) ^zz++++=EXTRAWORD
safe ^jj+atrb+++=safe
location ^nn+nom+++=location;
; ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
out ^rp+pl+++=out
any ^dti++++=any
necessary ^jj+atrb+++=necessary
conservation ^nn+nom+++=conservation
remediation ^nn+nom+++=remediation;
; ^zz++++=EXTRAWORD
cataloging ^jj+++xvbg+=cataloging
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
ideally ^rb+cnj+++=ideally,
, ^zz++++=EXTRAWORD
digitizing ^jj+++xvbg+=digitizing
them ^pp3o+pp3+++=them
( ^zz++++=(perhaps
perhaps ^rb++++=EXTRAWORD
not ^xnot++not++=not
necessarily ^rb++++=necessarily
in ^in++++=in
this ^dt+dem+++=this
order ^nn++++=order).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Locating ^np+++??+=Locating
legacy ^nn++++=legacy
materials ^nns+nom+++=materials
is ^vbz+bez+vrb++=is
often ^rb++++=often
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
more ^rbr++++=more
difficult ^jj+atrb+++=difficult
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
requiring ^vbg+vsua++xvbg+=requiring
either ^dtx++++=either
inadvertently ^rb++++=inadvertently
being ^xvbg+++xvbg+=being
made ^vbd+++xvbn+=made
aware ^jj++++=aware
of ^in++++=of
their ^pp$+pp3+++=their
existence ^nn+nom+++=existence
and ^cc++++=and
location ^nn+nom+++=location,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
a ^at++++=a
good ^jj+atrb+++=good
deal ^nn++++=deal
of ^in++++=of
sleuthing ^xvbg+++xvbg+=sleuthing.
. ^zz++++=EXTRAWORD
In ^rb++++=In
general ^rb"++++=general,
, ^zz++++=EXTRAWORD
locating ^jj+atrb++xvbg+=locating
legacy ^nn++++=legacy
materials ^nns+nom+++=materials
is ^vbz+bez+aux++=is
made ^vpsv++agls+xvbnx+=made
easier ^jjr++++=easier
by ^in++++=by
having ^xvbg+++xvbg+=having
a ^at++++=a
deep ^jj+atrb+++=deep
familiarity ^nn+nom+++=familiarity
with ^in++++=with
the ^ati++++=the
histories ^nns++++=histories
of ^in++++=of
research ^nn++++=research
and ^cc++++=and
other ^ap++++=other
activities ^nns+nom+++=activities
such ^abl++++=such
as ^ql++++=as
exploration ^nn+nom+++=exploration
in ^in++++=in
particular ^jj+atrb+++=particular
regions ^nns++++=regions
across ^in+pl+++=across
many ^ap++++=many
disciplines ^nns++++=disciplines.
. ^zz++++=EXTRAWORD
More ^rbr++++=More
concretely ^rb+cnj+++=concretely,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
should ^md+nec+++=should
pay ^vb++++=pay
attention ^nn+nom+++=attention
to ^in++++=to
descriptions ^nns+nom+++=descriptions,
, ^zz++++=EXTRAWORD
often ^rb++++=often
in ^in++++=in
the ^ati++++=the
methodology ^nn++++=methodology
or ^cc++++=or
similar ^jj+atrb+++=similar
section ^nn+nom+++=section,
, ^zz++++=EXTRAWORD
of ^in++++=of
early ^jj+atrb+++=early
publications ^nns+nom+++=publications
( ^zz++++=(and
and ^cc++++=EXTRAWORD
unpublished ^jj+atrb+++=unpublished
works ^nns++++=works,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
available ^jj++++=available).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
