The ^ati++++=The
vibrancy ^nn+++??+=vibrancy
of ^in++++=of
this ^dt+dem+++=this
regional ^jj+atrb+++=regional
circuit ^nn++++=circuit
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now
more ^rbr++++=more
visible ^jj++++=visible
globally ^rb++++=globally
given ^vprf+++xvbn+=given
that ^dt+dem+++=that
the ^ati++++=the
flow ^nn++++=flow
of ^in++++=of
scholarly ^jj+atrb+++=scholarly
communication ^nn+nom+++=communication
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
improved ^vpsv++by+xvbnx+=improved
by ^in++++=by
several ^ap++++=several
mega ^nn+++??+=mega
indexes ^nns+++??+=indexes
such ^abl++++=such
as ^ql++++=as
Google ^np+++??+=Google
Scholar ^nn++++=Scholar,
, ^zz++++=EXTRAWORD
Dimensions ^nns++++=Dimensions,
, ^zz++++=EXTRAWORD
Lens ^nn++++=Lens
and ^cc++++=and
the ^ati++++=the
federation ^nn+nom+++=federation
of ^in++++=of
repositories ^nns++++=repositories
La ^&fw++++=LA
Referencia ^np+++??+=Referencia
which ^whp+rel+subj++=which
has ^vbz+hvz+vrb++=has
a ^at++++=a
greater ^jjr+atrb+++=greater
coverage ^nn+nom+++=coverage
of ^in++++=of
Latin ^jj++++=Latin
American ^jj++++=American
and ^cc++++=and
Caribbean ^np+nom++??+=Caribbean
production ^nn+nom+++=production.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
still ^rb++++=still
no ^at++++=no
significant ^jj+atrb+++=significant
impact ^nn++++=impact
of ^in++++=of
these ^dt+dem+++=these
journals ^nns+nom+++=journals
on ^in++++=on
global ^jj+atrb+++=global
S&t ^np+++??+=S&T
reports ^nns++++=reports
or ^cc++++=or
on ^in++++=on
evaluations ^nns+nom+++=evaluations
of ^in++++=of
scientific ^jj+atrb+++=scientific
careers ^nns+nom+++=careers,
, ^zz++++=EXTRAWORD
projects ^nns++++=projects
and ^cc++++=and
institutions ^nns+nom+++=institutions
in ^in++++=in
which ^whp+rel+pied++=which
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
the ^ati++++=the
Impact ^nn++++=Impact
Factor ^nn++++=Factor
and ^cc++++=and
other ^ap++++=other
indicators ^nns++++=indicators
from ^in++++=from
traditional ^jj+atrb+++=traditional
databases ^nns+++??+=databases
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
Web ^nn++++=Web
of ^in++++=of
Science ^nn+nom+++=Science
and ^cc++++=and
Scopus ^np+++??+=Scopus
continue ^vb++++=continue
to ^to++++=to
prevail ^vbi++++=prevail.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
prejudices ^vbz++++=prejudices
the ^ati++++=the
value ^nn++++=value
of ^in++++=of
the ^ati++++=the
journals ^nns+nom+++=journals
indexed ^vwbn+++xvbn+=indexed
in ^in++++=in
the ^ati++++=the
region ^nn++++=region
because ^cs+cos+++=because
it ^pp3+it+++=it
drives ^vbz++++=drives
many ^ap++++=many
research ^nn++++=research
groups ^nns++++=groups
to ^to++++=to
preferentially ^rb++splt++=preferentially
choose ^vbi++++=choose
journals ^nns+nom+++=journals
managed ^vwbn+++xvbn+=managed
by ^in++++=by
the ^ati++++=the
dominant ^jj+atrb+++=dominant
players ^nns+nom+++=players
in ^in++++=in
the ^ati++++=the
publishing ^jj+atrb++xvbg+=publishing
industry ^nn++++=industry.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
choice ^nn++++=choice
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been
historically ^rb++++=historically
shaped ^jj+++xvbn+=shaped
in ^in++++=in
the ^ati++++=the
academic ^jj+atrb+++=academic
community ^nn+nom+++=community
by ^in++++=by
the ^ati++++=the
deeply ^rb++++=deeply
rooted ^jj+atrb++xvbn+=rooted
belief ^nn++++=belief
of ^in++++=of
the ^ati++++=the
relevance ^nn+nom+++=relevance/transparency
of ^in++++=of
these ^dt+dem+++=these
indicators ^nns++++=indicators
( ^zz++++=(Martinovich,
martinovich ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
also ^rb++++=also
highlights ^nns++++=highlights
the ^ati++++=the
gap ^nn++++=gap
between ^in++++=between
the ^ati++++=the
ability ^nn+nom+++=ability
of ^in++++=of
the ^ati++++=the
region ^nn++++=region
to ^in+strn+++=to,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
one ^cd1++++=one
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
produce ^vb++++=produce
and ^cc+phrs+++=and
publish ^vb++++=publish
quality ^nn+nom+++=quality
science ^nn+nom+++=science
and ^cc++++=and,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
to ^to++++=to
gain ^vbi++++=gain
international ^jj+atrb+++=international
legitimacy ^nn+nom+++=legitimacy
for ^in++++=for
its ^pp$+it+++=its
journals ^nns+nom+++=journals
( ^zz++++=(Packer
packer ^np++++=EXTRAWORD
and ^cc++++=and
