The ^ati++++=The
table ^nn++++=table
2 ^zz++++=2
shows ^nns++++=shows
the ^ati++++=the
results ^nns++++=results
of ^in++++=of
the ^ati++++=the
differences ^nns+nom+++=differences
in ^in++++=in
neuropsychological ^jj+atrb+++=neuropsychological
development ^nn+nom+++=development
and ^cc++++=and
intelligence ^nn+nom+++=intelligence
in ^in++++=in
preschoolers ^nns+nom+++=preschoolers
in ^in++++=in
the ^ati++++=the
two ^cd++++=two
provinces ^nns++++=provinces
of ^in++++=of
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
According ^in+cmpx+++=According
to ^in++++=to
Students ^nns++++=Students
t ^zz++++=t,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
significant ^jj+atrb+++=significant
differences ^nns+nom+++=differences
in ^in++++=in
intelligence ^nn+nom+++=intelligence,
, ^zz++++=EXTRAWORD
manual ^jj+atrb+++=manual
dexterity ^nn+nom+++=dexterity,
, ^zz++++=EXTRAWORD
manual ^jj+atrb+++=manual
gestures ^nns++++=gestures
and ^cc++++=and
praxis ^nns+++??+=praxis,
, ^zz++++=EXTRAWORD
verbal ^jj+atrb+++=verbal
regulation ^nn+nom+++=regulation
of ^in++++=of
the ^ati++++=the
motor ^nn++++=motor
act ^nn++++=act,
, ^zz++++=EXTRAWORD
visual ^jj+atrb+++=visual
denomination ^nn+nom+++=denomination
of ^in++++=of
objects ^nns++++=objects
and ^cc++++=and
figures ^nns++++=figures,
, ^zz++++=EXTRAWORD
phonematic ^jj+atrb+++=phonematic
hearing ^nvbg+vprv++xvbg+=hearing,
, ^zz++++=EXTRAWORD
vocabulary ^nn+nom+++=vocabulary
in ^in++++=in
images ^nns++++=images,
, ^zz++++=EXTRAWORD
numerical ^jj+atrb+++=numerical
operations ^nns+nom+++=operations,
, ^zz++++=EXTRAWORD
quick ^jj+atrb+++=quick
denomination ^nn+nom+++=denomination
of ^in++++=of
colors ^nns++++=colors,
, ^zz++++=EXTRAWORD
in ^in++++=in
favor ^in"++++=favor
of ^in"++++=of
the ^ati++++=the
group ^nn++++=group
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
province ^nn++++=province
of ^in++++=of
Sancti ^np+++??+=Sancti
Sp ^&fo++++=Sp
ritus ^nns+++??+=ritus.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
significant ^jj+atrb+++=significant
differences ^nns+nom+++=differences
in ^in++++=in
picture ^nn++++=picture
naming ^vwbg+++xvbg+=naming
and ^cc++++=and
visual ^jj+atrb+++=visual
memory ^nn++++=memory
were ^vbd+bed+aux++=were
obtained ^vpsv++agls+xvbnx+=obtained
in ^in++++=in
favor ^in"++++=favor
of ^in"++++=of
the ^ati++++=the
group ^nn++++=group
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
the ^ati++++=the
province ^nn++++=province
of ^in++++=of
cienfuegos ^np++++=Cienfuegos
( ^zz++++=(Figure
figure ^nn++++=EXTRAWORD
1 ^zz++++=1).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
