The ^ati++++=The
speed ^nn++++=speed
and ^cc++++=and
style ^nn++++=style
of ^in++++=of
the ^ati++++=the
game ^nn++++=game
can ^md+pos+++=can
be ^vb+be+aux++=be
also ^rb++splt++=also
regulated ^vpsv++agls+xvbnx+=regulated
through ^in++++=through
the ^ati++++=the
lyrics ^nns++++=lyrics
of ^in++++=of
the ^ati++++=the
song ^nn++++=song:
: ^zz++++=EXTRAWORD
Sophie ^np++++=Sophie:
: ^zz++++=EXTRAWORD
like ^in++++=like
sometimes ^rb++++=sometimes
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
angry ^jj++++=angry
to ^to+jcmp+++=to
be ^vbi++vrb++=be
like ^in++++=like
( ^zz++++=(JH
jh ^nn+++??+=EXTRAWORD
laughs ^nns++++=laughs)
) ^zz++++=EXTRAWORD
caught ^vbd+++xvbn+=caught
in ^in++++=in
front ^in"++++=front
of ^in"++++=of
everybody ^pn++++=everybody
and ^cc++++=and
I ^pp1a+pp1+++=I
started ^vbd+++xvbnx+=started
just ^rb+emph+++=just
being ^vbg+beg++xvbg+=being
really ^rb+emph+++=really
fast ^jj++++=fast
and ^cc++++=and
play ^nn++++=play
very ^ql+amp+++=very
aggressive ^jj+atrb+++=aggressive
game ^nn++++=game
and ^cc++++=and
at ^in++++=at
this ^dt+dem+++=this
point ^nn++++=point
the ^ati++++=the
teacher ^nn++++=teacher
or ^cc++++=or
the ^ati++++=the
master ^nn++++=master
would ^md+prd+++=would
call ^vb++++=call
me ^pp1o+pp1+++=me
with ^in++++=with
the ^ati++++=the
instrument ^nn+nom+++=instrument
and ^cc++++=and
and ^cc++++=and
to ^in++++=to
the ^ati++++=the
to ^in++++=to
the ^ati++++=the
p ^zz++++=p
do ^vb+do+vrb++=do
berimbau ^nn+++??+=berimbau,
, ^zz++++=EXTRAWORD
the ^ati++++=the
feet ^nns++++=feet
of ^in++++=of
the ^ati++++=the
berimbau ^nn+++??+=berimbau,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sing ^vb++++=sing
a ^at++++=a
song ^nn++++=song
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
[ ^zz++++=[sings]
sings ^vbz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
devagar ^nn+++??+=devagar,
, ^zz++++=EXTRAWORD
devagarinho ^nn+++??+=devagarinho,
, ^zz++++=EXTRAWORD
so ^rb+cnj+++=so,
, ^zz++++=EXTRAWORD
slow ^jj++++=slow
down ^rp++++=down,
, ^zz++++=EXTRAWORD
slow ^jj++++=slow
down ^rp++++=down
you ^pp2+pp2+++=you
know ^vb+vprv+++=know,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
he ^pp3a+pp3+++=he
has ^vbz+hvz+vrb++=has
the ^ati++++=the
power ^nn++++=power
to ^to+ncmp+++=to
also ^rb++splt++=also
say ^vbi+vpub+++=say
to ^to+vcmp+++=to
carry ^vbi++++=carry
on ^in++++=on
and ^cc++++=and
to ^in++++=to
xxx ^nn+++??+=xxx
sing ^vb++++=sing
another ^ppls++++=another
song ^np++++=song
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
[ ^zz++++=[sings]
sings ^vbz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
quebra ^nn+++??+=quebra
gereba ^nn+++??+=gereba,
, ^zz++++=EXTRAWORD
quebra ^nn+++??+=quebra
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
like ^in++++=like
about ^in++++=about
beating ^xvbg+++xvbg+=beating
people ^nns++++=people
up ^rp++++=up
and ^cc++++=and
breaking ^nvbg+++xvbg+=breaking
them ^pp3o+pp3+++=them
you ^pp2+pp2+++=you
know ^vb+vprv+++=know
( ^zz++++=(Interview
interview ^nn++++=EXTRAWORD
with ^in++++=with
sophie ^np++++=Sophie
audio ^nn++++=audio
transcription ^nn+nom+++=transcription)
) ^zz++++=EXTRAWORD
