The ^ati++++=The
case ^nn++++=case
of ^in++++=of
the ^ati++++=the
authors ^nns++++=authors
from ^in++++=from
Chile ^np+++??+=Chile,
, ^zz++++=EXTRAWORD
75 ^cd++++=75%
% ^zz++++=EXTRAWORD
of ^in++++=of
whom ^whp+rel+pied++=whom
have ^vb+hv+aux++=have
published ^vprf+++xvbnx+=published
in ^in++++=in
journals ^nns+nom+++=journals
of ^in++++=of
their ^pp$+pp3+++=their
own ^ap++++=own
country ^nn++++=country,
, ^zz++++=EXTRAWORD
is ^vbz+bez+vrb++=is
certainly ^rb++++=certainly
a ^at++++=a
high ^jj+atrb+++=high
value ^nn++++=value
but ^cc++++=but
lower ^jjr++++=lower
than ^in++++=than
other ^ap++++=other
cases ^nns++++=cases.
. ^zz++++=EXTRAWORD
Journals ^nns+nom+++=Journals
from ^in++++=from
Colombia ^np+++??+=Colombia,
, ^zz++++=EXTRAWORD
Brazil ^np++++=Brazil
and ^cc++++=and
Mexico ^np++++=Mexico
are ^vb+ber+vrb++=are
important ^jj+atrb+++=important
recipients ^nns++++=recipients
of ^in++++=of
Chilean ^np+++??+=Chilean
authors ^nns++++=authors'
' ^zz++++=EXTRAWORD
submissions ^nns++++=submissions
within ^in++++=within
the ^ati++++=the
region ^nn++++=region.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
type ^nn++++=type
of ^in++++=of
distribution ^nn+nom+++=distribution
may ^md+pos+++=may
be ^vb+be+aux++=be
linked ^vpsv++agls+xvbnx+=linked
to ^in++++=to
greater ^jjr+atrb+++=greater
pressure ^nn++++=pressure
from ^in++++=from
the ^ati++++=the
assessment ^nn+nom+++=assessment
culture ^nn++++=culture
of ^in++++=of
Chilean ^np+++??+=Chilean
institutions ^nns+nom+++=institutions
which ^whp+rel+obj++=which
discourages ^nns+nom+++=discourages
publishing ^vwbg+++xvbg+=publishing
in ^in++++=in
the ^ati++++=the
nationally ^rb++++=nationally
edited ^xvbn+++xvbn+=edited
journals ^nns+nom+++=journals
and ^cc++++=and
provides ^vbz+vsua+++=provides
direct ^jj+atrb+++=direct
incentives ^nns++++=incentives
for ^in++++=for
international ^jj+atrb+++=international
collaboration ^nn+nom+++=collaboration,
, ^zz++++=EXTRAWORD
as ^ql++++=as
was ^vbd+bedz+aux++=was
already ^rb++splt++=already
mentioned ^vpsv++agls+xvbnx+=mentioned
in ^in++++=in
the ^ati++++=the
discussion ^nn++++=discussion
of ^in++++=of
Figure ^nn++++=Figure
3 ^zz++++=3.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
authors ^nns++++=authors
from ^in++++=from
Colombia ^np+++??+=Colombia,
, ^zz++++=EXTRAWORD
Cuba ^np++++=Cuba
and ^cc++++=and
Mexico ^np++++=Mexico
tend ^vb++++=tend
to ^to+vcmp+++=to
make ^vbi++++=make
their ^pp$+pp3+++=their
submissions ^nns++++=submissions
to ^in++++=to
their ^pp$+pp3+++=their
nationally ^rb++++=nationally
edited ^xvbn+++xvbn+=edited
journals ^nns+nom+++=journals,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
not ^xnot++not++=not
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
degree ^nn++++=degree
as ^in++++=as
described ^nn++++=described
for ^in++++=for
brazil ^np++++=Brazil.
. ^zz++++=EXTRAWORD
