The ^ati++++=The
notion ^nn++++=notion
of ^in++++=of
assemblage ^nn+nom+++=assemblage
helps ^vbz++++=helps
to ^to+vcmp+++=to
consider ^nn+nom+++=consider
how ^wrb+who+++=how
diverse ^jj+atrb+++=diverse
semiotic ^nn++++=semiotic
resources ^nns++++=resources
play ^vb++++=play
a ^at++++=a
collaborative ^jj+atrb+++=collaborative
role ^nn++++=role
as ^in++++=as
a ^at++++=a
spatial ^jj+atrb+++=spatial
repertoire ^nn++++=repertoire
in ^in++++=in
accounting ^xvbg+++xvbg+=accounting
for ^in++++=for
the ^ati++++=the
success ^nns+nom+++=success
of ^in++++=of
this ^dt+dem+++=this
activity ^nn+nom+++=activity,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
language ^nn+nom+++=language
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
predefined ^jj+++xvbn+=predefined
as ^ql++++=as
the ^ati++++=the
sole ^jjb++++=sole,
, ^zz++++=EXTRAWORD
superior ^jj++++=superior,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
separate ^jj++++=separate
medium ^jjb++++=medium
of ^in++++=of
consideration ^nn+nom+++=consideration.
. ^zz++++=EXTRAWORD
Assemblage ^nn+nom+++=Assemblage
corrects ^nns+++??+=corrects
the ^ati++++=the
orientation ^nn+nom+++=orientation
to ^to++++=to
non ^&fw++++=non-verbal
- ^zz++++=EXTRAWORD
verbal ^jj+atrb+++=EXTRAWORD
resources ^nns++++=resources
in ^in++++=in
scholars ^nns++++=scholars
addressing ^vwbg+++xvbg+=addressing
multimodality ^nn+nom+++=multimodality
. ^zz++++=.
From ^in++++=From
the ^ati++++=the
perspective ^nn++++=perspective
of ^in++++=of
assemblage ^nn+nom+++=assemblage,
, ^zz++++=EXTRAWORD
semiotic ^jj+atrb+++=semiotic
resources ^nns++++=resources
are ^vb+ber+aux++=are
not ^xnot++not++=not
organized ^vbd+++xvbn+=organized
into ^in++++=into
separate ^jj+atrb+++=separate
modes ^nns++++=modes.
. ^zz++++=EXTRAWORD
( ^zz++++=(CANAGARAJAH,
canagarajah ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
39 ^cd++++=39)
) ^zz++++=EXTRAWORD
