The ^ati++++=The
Low ^jj+atrb+++=Low
Doce ^np+++??+=Doce
River ^nn++++=River
region ^nn++++=region
is ^vbz+bez+aux++=is
undergoing ^vbg+++xvbgx+=undergoing
severe ^jj+atrb+++=severe
urban ^jj+atrb+++=urban
and ^cc+phrs+++=and
rural ^jj+atrb+++=rural
anthropogenic ^nn++++=anthropogenic
interference ^nn+nom+++=interference
mainly ^rb++++=mainly
represented ^vpsv++by+xvbn+=represented
by ^in++++=by
livestock ^nn++++=livestock,
, ^zz++++=EXTRAWORD
agriculture ^nn++++=agriculture
and ^cc++++=and
the ^ati++++=the
increasing ^jj+atrb++xvbg+=increasing
industrialization ^nn+nom+++=industrialization
( ^zz++++=(Barroso
barroso ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2012 ^cd++++=2012)
) ^zz++++=EXTRAWORD
even ^rb++++=even
before ^in++++=before
the ^ati++++=the
Fund ^nn++++=Fund
o ^zz++++=o
dam ^nn++++=dam
failure ^nn++++=failure
in ^in++++=in
2015 ^cd++++=2015.
. ^zz++++=EXTRAWORD
Dam ^nn++++=Dam
rupture ^nn++++=rupture
released ^vwbn+++xvbn+=released
downstream ^rb+pl+++=downstream
about ^in++++=about
43 ^cd++++=43
million ^cd++++=million
m ^zz++++=m
( ^zz++++=(Carmo
carmo ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2017 ^cd++++=2017)
) ^zz++++=EXTRAWORD
of ^in++++=of
mining ^nn++++=mining
tailings ^nns+nom+++=tailings,
, ^zz++++=EXTRAWORD
causing ^vbg+++xvbg+=causing
several ^ap++++=several
changes ^nns++++=changes
on ^in++++=on
the ^ati++++=the
fluvial ^jj+atrb+++=fluvial
system ^nn++++=system,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
erosion ^nn++++=erosion,
, ^zz++++=EXTRAWORD
degradation ^nn+nom+++=degradation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
iron ^nn++++=iron
( ^zz++++=(Fe)
fe ^&fo++++=EXTRAWORD
) ^zz++++=EXTRAWORD
enrichment ^nn+nom+++=enrichment
to ^in++++=to
potentially ^rb++++=potentially
impactful ^jj+atrb+++=impactful
levels ^nns++++=levels
( ^zz++++=(Hatje
hatje ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2017 ^cd++++=2017).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Lack ^nn++++=Lack
of ^in++++=of
floristic ^jj+atrb+++=floristic
studies ^nns++++=studies
in ^in++++=in
the ^ati++++=the
region ^nn++++=region
and ^cc++++=and
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
mine ^nn++++=mine
tailing ^nn+nom+++=tailing
inputs ^nns+++??+=inputs
have ^vb+hv+aux++=have
previously ^rb+tm+splt++=previously
caused ^vprf+++xvbnx+=caused
taxonomic ^jj+atrb+++=taxonomic
and ^cc+phrs+++=and
functional ^jj+atrb+++=functional
changes ^nns++++=changes
in ^in++++=in
several ^ap++++=several
communities ^nns+nom+++=communities,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
benthic ^jj+atrb+++=benthic
fauna ^nn++++=fauna
( ^zz++++=(Burd
burd ^nn+++??+=EXTRAWORD
2002 ^cd++++=2002),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
marine ^jj+atrb+++=marine
macroalgal ^jj+atrb+++=macroalgal
flora ^np++++=flora
( ^zz++++=(Correa
correa ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
planktonic ^jj+atrb+++=planktonic
algae ^nns++++=algae
( ^zz++++=(Salonen
salonen ^vb+++xvbn+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2006 ^cd++++=2006),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
benthic ^jj+atrb+++=benthic
algal ^jj+atrb+++=algal
communities ^nns+nom+++=communities
( ^zz++++=(Lavoie
lavoie ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2012 ^cd++++=2012),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
highlights ^nns++++=highlights
the ^ati++++=the
importance ^nn+nom+++=importance
of ^in++++=of
periphyton ^nn++++=periphyton
biodiversity ^nn+nom+++=biodiversity
studies ^nns++++=studies
in ^in++++=in
the ^ati++++=the
region ^nn++++=region.
. ^zz++++=EXTRAWORD
