The ^ati++++=The
basic ^jj+atrb+++=basic
organization ^nn+nom+++=organization
of ^in++++=of
legacy ^nn++++=legacy
materials ^nns+nom+++=materials
can ^md+pos+++=can
be ^vb+be+vrb++=be
difficult ^jj+pred+++=difficult
if ^cs+cnd+++=if
the ^ati++++=the
objects ^nns++++=objects
in ^in++++=in
question ^nn+nom+++=question
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
field ^nn++++=field
notes ^nns++++=notes,
, ^zz++++=EXTRAWORD
tapes ^nns++++=tapes)
) ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
little ^ap++++=little
metadata ^nn+++??+=metadata
associated ^vbd+++xvbn+=associated
with ^in++++=with
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
specialists ^nns+nom+++=specialists
who ^whp+rel+subj++=who
might ^md+pos+++=might
be ^vb+be+vrb++=be
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
read ^vb+vprv++xvbn+=read
or ^cc+phrs+++=or
understand ^vb+vprv+++=understand
the ^ati++++=the
spoken ^jj+atrb++xvbn+=spoken
version ^nn++++=version
of ^in++++=of
a ^at++++=a
particular ^jj+atrb+++=particular
language ^nn+nom+++=language
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
consulted ^vpsv++agls+xvbnx+=consulted.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
some ^dti++++=some
objects ^nns++++=objects
may ^md+pos+++=may
be ^vb+be+vrb++=be
in ^in++++=in
a ^at++++=a
format ^nn++++=format
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
easily ^rb++++=easily
accessed ^jj+++xvbn+=accessed,
, ^zz++++=EXTRAWORD
for ^in++++=for
example ^nn++++=example,
, ^zz++++=EXTRAWORD
as ^ql++++=as
is ^vbz+bez+vrb++=is
often ^rb++++=often
the ^ati++++=the
case ^nn++++=case
with ^in++++=with
the ^ati++++=the
analog ^nn+++??+=analog
reel ^vb++++=reel-to-reel
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
reel ^vb++++=EXTRAWORD
tapes ^nns++++=tapes
that ^tht+rel+subj++=that
were ^vbd+bed+vrb++=were
commonplace ^nn++++=commonplace
from ^in++++=from
the ^ati++++=the
1950s ^cd+date+++=1950s
to ^in++++=to
the ^ati++++=the
1970s ^cd+date+++=1970s,
, ^zz++++=EXTRAWORD
an ^at++++=an
especially ^rb++++=especially
valuable ^jj+atrb+++=valuable
period ^nn++++=period
in ^in++++=in
the ^ati++++=the
documentation ^nn+nom+++=documentation
of ^in++++=of
many ^ap++++=many
languages ^nns+nom+++=languages.
. ^zz++++=EXTRAWORD
Depending ^vbg+++xvbg+=Depending
on ^in++++=on
the ^ati++++=the
specific ^jj+atrb+++=specific
situation ^nn+nom+++=situation,
, ^zz++++=EXTRAWORD
at ^rb++++=at
this ^dt+dem+++=this
juncture ^nn++++=juncture
it ^pp3+it+++=it
may ^md+pos+++=may
be ^vb+be+vrb++=be
beneficial ^jj+pred+++=beneficial
to ^to++++=to
collaborate ^nn+nom+++=collaborate
with ^in++++=with
community ^nn+nom+++=community
members ^nns+nom+++=members
who ^whp+rel+subj++=who
can ^md+pos+++=can
assist ^vb++++=assist
in ^in++++=in
the ^ati++++=the
interpretation ^nn+nom+++=interpretation
of ^in++++=of
the ^ati++++=the
materials ^nns+nom+++=materials,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
to ^to++++=to
first ^od++++=first
have ^vb+hv+aux++=have
them ^pp3o+pp3+++=them
digitized ^vbd+++xvbn+=digitized,
, ^zz++++=EXTRAWORD
either ^dtx++++=either
by ^in++++=by
an ^at++++=an
external ^jj+atrb+++=external
professional ^jj+atrb+++=professional
audio ^nn+++??+=audio
technician12 ^nn+++??+=technician12
or ^cc++++=or
by ^in++++=by
an ^at++++=an
archive ^jj++++=archive
as ^ql++++=as
part ^nn++++=part
of ^in++++=of
a ^at++++=a
donation ^nn+nom+++=donation.
. ^zz++++=EXTRAWORD
Regardless ^rb+cnj+++=Regardless,
, ^zz++++=EXTRAWORD
the ^ati++++=the
main ^jjb+atrb+++=main
goal ^nn++++=goal
of ^in++++=of
this ^dt+dem+++=this
step ^nn++++=step
of ^in++++=of
organization ^nn+nom+++=organization
is ^vbz+bez+aux++=is
to ^to++++=to
produce ^vbi++++=produce
a ^at++++=a
basic ^jj+atrb+++=basic
inventory ^nn++++=inventory
of ^in++++=of
objects ^nns++++=objects
( ^zz++++=(how
how ^wrb+who+++=EXTRAWORD
many ^ap++++=many
notebooks ^nns++++=notebooks,
, ^zz++++=EXTRAWORD
tapes ^nns++++=tapes,
, ^zz++++=EXTRAWORD
etc ^rb++++=etc.)
. ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
transported ^vpsv++agls+xvbnx+=transported,
, ^zz++++=EXTRAWORD
so ^ql++++=so
that ^cs+sub+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
record ^vb++++=record
that ^tht+vcmp+subj++=that
can ^md+pos+++=can
be ^vb+be+aux++=be
corroborated ^vpsv++agls+xvbnx+=corroborated
to ^to++++=to
ensure ^vbi+vprv+++=ensure
that ^tht+vcmp+++=that
all ^abn++++=all
the ^ati++++=the
materials ^nns+nom+++=materials
arrive ^vb++++=arrive
at ^in++++=at
their ^pp$+pp3+++=their
intended ^jj+atrb++xvbn+=intended
destination ^nn+nom+++=destination.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
metadata ^nn+++??+=metadata
is ^vbz+bez+aux++=is
lacking ^vbg+++xvbgx+=lacking,
, ^zz++++=EXTRAWORD
other ^ap++++=other
descriptions ^nns+nom+++=descriptions
of ^in++++=of
the ^ati++++=the
physical ^jj+atrb+++=physical
objects ^nns++++=objects
can ^md+pos+++=can
be ^vb+be+aux++=be
given ^vpsv++agls+xvbnx+=given
( ^zz++++=(e.g.,
e.g ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
two ^cd++++=two
tapes ^nns++++=tapes
with ^in++++=with
red ^jj+atrb+++=red
design ^nn++++=design
on ^in++++=on
cover ^nn++++=cover
) ^zz++++=).
. ^zz++++=EXTRAWORD
