The ^ati++++=The
use ^nn++++=use
of ^in++++=of
Ict ^np+++??+=ICT
in ^in++++=in
Phase ^nn++++=Phase
2 ^zz++++=2
was ^vbd+bedz+vrb++=was
also ^rb++++=also
substantial ^jj+pred+++=substantial
for ^in++++=for
investigating ^xvbg+++xvbg+=investigating
critical ^jj+atrb+++=critical
issues ^nns++++=issues
at ^rb++++=at
a ^at++++=a
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
Firstly ^rb+cnj+++=Firstly,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
possible ^jj++++=possible
to ^to+jcmp+++=to
perpetuate ^nn+nom+++=perpetuate
research ^nn++++=research
practices ^nns++++=practices
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
typical ^jj+pred+++=typical
in ^in++++=in
face ^nn++++=face-to-face
- ^zz++++=EXTRAWORD
to ^to++++=EXTRAWORD
- ^zz++++=EXTRAWORD
face ^nn++++=EXTRAWORD
interviews ^nns++++=interviews,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
audio ^vb+++??+=audio
and ^cc++++=and
video ^nn+++??+=video
recording ^vwbg+vpub++xvbg+=recording,
, ^zz++++=EXTRAWORD
thanks ^rb+dspt+++=thanks
to ^in"++++=to
a ^at++++=a
lot ^nn++++=lot
of ^in++++=of
software ^nn+++??+=software
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
freely ^rb++++=freely
available ^jj+pred+++=available
on ^in++++=on
the ^ati++++=the
web ^nn++++=web.
. ^zz++++=EXTRAWORD
Besides ^rb++++=Besides,
, ^zz++++=EXTRAWORD
sharing ^vbg+++xvbg+=sharing
the ^ati++++=the
screen ^nn++++=screen
with ^in++++=with
the ^ati++++=the
participants ^nns+nom+++=participants
in ^in++++=in
Part ^nn++++=Part
1 ^zz++++=1
was ^vbd+bedz+vrb++=was
central ^jj+pred+++=central
to ^to++++=to
assuring ^vbi++++=assuring
the ^ati++++=the
second ^od++++=second-person
- ^zz++++=EXTRAWORD
person ^nn++++=EXTRAWORD
perspective ^nn++++=perspective
for ^in++++=for
data ^nns++++=data
gathering ^vwbg+++xvbg+=gathering;
; ^zz++++=EXTRAWORD
moreover ^nn+nom+++=moreover,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
turned ^vbd+++xvbn+=turned
out ^rb+phrv+++=out
to ^to++++=to
be ^vbi++vrb++=be
a ^at++++=a
better ^jjr+atrb+++=better
procedure ^nn++++=procedure
than ^in++++=than
the ^ati++++=the
printed ^jj+atrb++xvbn+=printed
version ^nn++++=version.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
the ^ati++++=the
participant ^nn+nom+++=participant
has ^vbz+hvz+vrb++=has
a ^at++++=a
full ^jj+atrb+++=full
view ^nn++++=view
of ^in++++=of
the ^ati++++=the
array ^nn++++=array
on ^in++++=on
the ^ati++++=the
screen ^nn++++=screen,
, ^zz++++=EXTRAWORD
s ^zz++++=s/he
can ^md+pos+++=can
more ^rbr++splt++=more
clearly ^rb++++=clearly
accompany ^vb++++=accompany
the ^ati++++=the
data ^nns++++=data
inserted ^vwbn+++xvbn+=inserted
in ^in++++=in
the ^ati++++=the
array ^nn++++=array
by ^in++++=by
the ^ati++++=the
researcher ^nn+nom+++=researcher
and ^cc++++=and
comment ^nn+nom+++=comment/correct
them ^pp3o+pp3+++=them
instantaneously ^rb++++=instantaneously
without ^in++++=without
needing ^vb+++xvbg+=needing
to ^to+vcmp+++=to
erase ^vbi++++=erase
the ^ati++++=the
paper ^nn++++=paper,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
researcher ^nn+nom+++=researcher
ends ^nns++++=ends
the ^ati++++=the
interview ^nn++++=interview
with ^in++++=with
the ^ati++++=the
data ^nns++++=data
already ^rb++++=already
tabulated ^vwbn+++xvbn+=tabulated
in ^in++++=in
digital ^jj+atrb+++=digital
version ^nn++++=version
and ^cc++++=and
ready ^jj++++=ready
to ^to+jcmp+++=to
be ^vbi++vrb++=be
analyzed ^jj+pred+++=analyzed.
. ^zz++++=EXTRAWORD
