The ^ati++++=The
relationship ^nn+nom+++=relationship
between ^in++++=between
an ^at++++=an
instrumental ^jj+atrb+++=instrumental
curriculum ^nn++++=curriculum,
, ^zz++++=EXTRAWORD
deterministic ^jj++++=deterministic-technological
- ^zz++++=EXTRAWORD
technological ^jj+atrb+++=EXTRAWORD
orientations ^nns+nom+++=orientations
and ^cc++++=and
the ^ati++++=the
emphasis ^nn++++=emphasis
on ^in++++=on
the ^ati++++=the
labor ^nn++++=labor
market ^nn++++=market
reveal ^vb+vprv+++=reveal
that ^tht+vcmp+++=that
economic ^jj+atrb+++=economic
interests ^nns++++=interests
predominate ^nn+nom+++=predominate
in ^in++++=in
the ^ati++++=the
document ^nn+nom+++=document
in ^in++++=in
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
Hence ^rb+cnj+++=Hence,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
no ^at++++=no
need ^nn++++=need
for ^in++++=for
emancipatory ^nn++++=emancipatory
proposals ^nns+nom+++=proposals.
. ^zz++++=EXTRAWORD
Boom ^nn++++=Boom
( ^zz++++=(2004,
2004 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
220 ^cd++++=220
apud ^nn+++??+=apud
Lib ^np+++??+=Lib
neo ^np++++=neo,
, ^zz++++=EXTRAWORD
2016b ^cd++++=2016b,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
46 ^cd++++=46)
) ^zz++++=EXTRAWORD
writes ^vbz+vprv+++=writes
despite ^in++++=despite
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
this ^dt+dem+++=this
new ^jj+atrb+++=new
strategy ^nn++++=strategy
is ^vbz+bez+aux++=is
expressed ^vpsv++agls+xvbnx+=expressed
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
humanitarian ^jj+atrb+++=humanitarian
goals ^nns++++=goals
and ^cc++++=and
the ^ati++++=the
preservation ^nn+nom+++=preservation
of ^in++++=of
freedom ^nn+nom+++=freedom,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
seeks ^vbz++++=seeks
a ^at++++=a
new ^jj+atrb+++=new
form ^nn++++=form
of ^in++++=of
control ^nn++++=control
over ^in++++=over
nations ^nns+nom+++=nations
and ^cc++++=and
their ^pp$+pp3+++=their
resources ^nns++++=resources
. ^zz++++=.
