The ^ati++++=The
global ^nn++++=global
report ^vb++++=report
on ^in++++=on
diamond ^nn++++=diamond
journals ^nns+nom+++=journals
( ^zz++++=(Bosman
bosman ^jj++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2021 ^cd++++=2021)
) ^zz++++=EXTRAWORD
recently ^rb+tm+++=recently
published ^vpsv++by+xvbn+=published
by ^in++++=by
Operas ^nns++++=OPERAS
shows ^vbz+vprv+++=shows
the ^ati++++=the
importance ^nn+nom+++=importance
of ^in++++=of
journals ^nns+nom+++=journals
that ^tht+rel+subj++=that
do ^vb+do+vrb++=do
not ^xnot++not++=not
charge ^nn++++=charge
for ^in++++=for
publishing ^xvbg+++xvbg+=publishing
or ^cc++++=or
for ^in++++=for
reading ^xvbg+++xvbg+=reading,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
points ^nns++++=points
to ^in++++=to
the ^ati++++=the
role ^nn++++=role
of ^in++++=of
Latin ^jj+atrb+++=Latin
America ^np++++=America
in ^in++++=in
the ^ati++++=the
production ^nn+nom+++=production
of ^in++++=of
25 ^cd++++=25%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
total ^nn++++=total
of ^in++++=of
these ^dt+dem+++=these
publications ^nns+nom+++=publications
worldwide ^nn+++??+=worldwide.
. ^zz++++=EXTRAWORD
Indeed ^rb+cnj+++=Indeed,
, ^zz++++=EXTRAWORD
these ^dt+dem+++=these
open ^jj+atrb+++=open
access ^nn++++=access
journals ^nns+nom+++=journals
are ^vb+ber+aux++=are
mostly ^rb++splt++=mostly
published ^vpsv++by+xvbnx+=published
by ^in++++=by
universities ^nns+nom+++=universities
and ^cc++++=and
managed ^vpsv++by+xvbn+=managed
by ^in++++=by
full ^jj++++=full-time
- ^zz++++=EXTRAWORD
time ^nn++++=EXTRAWORD
professors ^nns++++=professors,
, ^zz++++=EXTRAWORD
assisted ^xvbn+++xvbn+=assisted
by ^in++++=by
technical ^jj+atrb+++=technical
support ^nn++++=support
teams ^nns++++=teams
centralized ^jj++++=centralized
in ^in++++=in
the ^ati++++=the
libraries ^nns++++=libraries.
. ^zz++++=EXTRAWORD
An ^at++++=An
important ^jj+atrb+++=important
aspect ^nn++++=aspect
in ^in++++=in
the ^ati++++=the
consolidation ^nn+nom+++=consolidation
of ^in++++=of
university ^npl+nom+++=university
publishing ^vwbg+++xvbg+=publishing
in ^in++++=in
this ^dt+dem+++=this
region ^nn++++=region
is ^vbz+bez+vrb++=is
the ^ati++++=the
massive ^jj+atrb+++=massive
adoption ^nn+nom+++=adoption
of ^in++++=of
the ^ati++++=the
open ^jj+atrb+++=open
source ^nn++++=source
Open ^jj+atrb+++=Open
Journal ^nn++++=Journal
System ^nn++++=System
( ^zz++++=(OJS-PKP)
ojs ^nns+++??+=EXTRAWORD
- ^zz++++=EXTRAWORD
pkp ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
management ^nn+nom+++=management
of ^in++++=of
the ^ati++++=the
editing ^nvbg+++xvbg+=editing,
, ^zz++++=EXTRAWORD
peer ^nn++++=peer
review ^nn++++=review
and ^cc++++=and
publication ^nn+nom+++=publication
of ^in++++=of
the ^ati++++=the
journals2 ^nn+++??+=journals2.
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn+nom+++=addition
to ^in++++=to
university ^nn+nom+++=university
journals ^nns+nom+++=journals,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
also ^rb++++=also
those ^dt+dem+++=those
of ^in++++=of
the ^ati++++=the
scientific ^jj+atrb+++=scientific
societies ^nns++++=societies
and ^cc++++=and
professional ^jj+atrb+++=professional
associations ^nns+nom+++=associations
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
often ^rb++splt++=often
operated ^vpsv++agls+xvbnx+=operated
with ^in++++=with
the ^ati++++=the
support ^nn++++=support
of ^in++++=of
university ^npl+nom+++=university
infrastructure ^nn+++??+=infrastructure
and ^cc++++=and
personnel ^nns++++=personnel
for ^in++++=for
digitization ^nn+nom+++=digitization,
, ^zz++++=EXTRAWORD
creating ^vbg+++xvbg+=creating
permalinks ^nns+++??+=permalinks,
, ^zz++++=EXTRAWORD
acquiring ^vbg+++xvbg+=acquiring
Doi ^np+++??+=DOI
s ^zz++++=s,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
doing ^vbg+++xvbg+=doing
the ^ati++++=the
Xml ^np+++??+=XML
markup ^nn+++??+=markup
of ^in++++=of
the ^ati++++=the
texts ^nns++++=texts.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
this ^dt+dem+++=this
support ^nn++++=support
needs ^vb++++=needs
to ^to+vcmp+++=to
be ^vbi+vbi+aux++=be
strengthened ^vpsv++agls+xvbnx+=strengthened,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
core ^nn++++=core
institutional ^jj+atrb+++=institutional
and ^cc+phrs+++=and
governmental ^jj+atrb+++=governmental
support ^nn++++=support
explains ^vbz+vpub+++=explains
the ^ati++++=the
existence ^nn+nom+++=existence
and ^cc++++=and
growth ^nn++++=growth
of ^in++++=of
latin ^jj++++=Latin
american ^jj++++=American
and ^cc++++=and
caribbean ^np+nom+++=Caribbean
journals ^nns+nom+++=journals.
. ^zz++++=EXTRAWORD
