The ^ati++++=The
students ^nns++++=students
then ^rn+tm+++=then
practise ^vb++++=practise
singing ^vbg+++xvbg+=singing
the ^ati++++=the
song ^nn++++=song,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
accompanied ^vpsv++by+xvbn+=accompanied
by ^in++++=by
the ^ati++++=the
instruments ^nns+nom+++=instruments.
. ^zz++++=EXTRAWORD
Singing ^vbg+++xvbg+=Singing
a ^at++++=a
song ^nn++++=song
they ^pp3a+pp3+++=they
have ^vb+hv+aux++=have
just ^rb+emph+splt++=just
learnt ^vprf+++xvbnx+=learnt,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
language ^nn+nom+++=language
they ^pp3a+pp3+++=they
may ^md+pos+++=may
not ^xnot++not++=not
be ^vb+be+vrb++=be
familiar ^jj+pred+++=familiar
with ^in+strn+++=with,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
playing ^nvbg+++xvbg+=playing
an ^at++++=an
instrument ^nn+nom+++=instrument
at ^in++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
may ^md+pos+++=may
prove ^vb+vprv+++=prove
a ^at++++=a
challenge ^nn++++=challenge.
. ^zz++++=EXTRAWORD
Sandro ^np+++??+=Sandro
has ^vbz+hvz+vrb++=has
a ^at++++=a
robust ^jj+atrb+++=robust
instructional ^jj+atrb+++=instructional
style ^nn++++=style
and ^cc++++=and
sometimes ^rb++++=sometimes
comments ^nns+nom+++=comments
in ^in++++=in
Portuguese ^nn+nom+++=Portuguese
on ^in++++=on
the ^ati++++=the
process ^nns+nom+++=process
of ^in++++=of
learning ^vb++++=learning
to ^to+vcmp+++=to
sing ^vb++++=sing
and ^cc++++=and
play ^nn++++=play:
: ^zz++++=EXTRAWORD
