The ^ati++++=The
mean ^jj+atrb+++=mean
diversity ^nn+nom+++=diversity
of ^in++++=of
cleaners ^nns+nom+++=cleaners
demonstrate ^nn+nom+++=demonstrate
higher ^jjr+atrb+++=higher
values ^nns++++=values
than ^in++++=than
non ^&fw++++=non-cleaners
- ^zz++++=EXTRAWORD
cleaners ^nns+nom+++=EXTRAWORD
in ^in++++=in
most ^ql+emph+++=most
families ^nns++++=families.
. ^zz++++=EXTRAWORD
For ^in++++=For
18 ^cd++++=18
of ^in++++=of
the ^ati++++=the
26 ^cd++++=26
families ^nns++++=families
analyzed ^vbd+++xvbn+=analyzed
in ^in++++=in
Brazil ^np++++=Brazil
and ^cc++++=and
Africa ^np++++=Africa,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mean ^jj+atrb+++=mean
diversity ^nn+nom+++=diversity
was ^vbd+bedz+vrb++=was
significantly ^rb++++=significantly
higher ^jjr+pred+++=higher
for ^in++++=for
the ^ati++++=the
cleaners ^nns+nom+++=cleaners
( ^zz++++=(Fig.
fig ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
3 ^zz++++=3).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
In ^in++++=In
Charadriidae ^np+++??+=Charadriidae
family ^nn++++=family,
, ^zz++++=EXTRAWORD
the ^ati++++=the
H ^zz++++=H
mean ^jj+atrb+++=mean
value ^nn++++=value
was ^vbd+bedz+vrb++=was
about ^in++++=about
0.268 ^nn+++??+=0.268
without ^in++++=without
the ^ati++++=the
cleaners ^nns+nom+++=cleaners
( ^zz++++=(which
which ^whp+who+++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
family ^nn++++=family,
, ^zz++++=EXTRAWORD
represents ^vbz++++=represents
about ^in++++=about
93 ^cd++++=93%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
members ^nns+nom+++=members)
) ^zz++++=EXTRAWORD
but ^cc++++=but,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
only ^rb+down+++=only
considering ^vbg+++xvbg+=considering
the ^ati++++=the
cleaners ^nns+nom+++=cleaners,
, ^zz++++=EXTRAWORD
the ^ati++++=the
H ^zz++++=H
value ^nn++++=value
was ^vbd+bedz+vrb++=was
about ^in++++=about
1.265 ^cd++++=1.265
( ^zz++++=(which
which ^whp+who+++=EXTRAWORD
in ^in++++=in
this ^dt+dem+++=this
family ^nn++++=family,
, ^zz++++=EXTRAWORD
represents ^vbz++++=represents
about ^in++++=about
6 ^zz++++=6%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
members ^nns+nom+++=members).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
