The ^ati++++=The
virus ^nn++++=virus
can ^md+pos+++=can
remain ^vb++++=remain
viable ^jj++++=viable
in ^in++++=in
the ^ati++++=the
air ^nn++++=air
for ^in++++=for
a ^at++++=a
prolonged ^jj+atrb++xvbn+=prolonged
period ^nn++++=period
and ^cc++++=and
on ^in++++=on
non ^&fw++++=non-absorbent
- ^zz++++=EXTRAWORD
absorbent ^jj+atrb+++=EXTRAWORD
surfaces ^nns++++=surfaces
for ^in++++=for
many ^ap++++=many
hours ^nns++++=hours
and ^cc++++=and
even ^rb++++=even
days10 ^nn+++??+=days10.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
clearance ^nn++++=clearance
of ^in++++=of
infectious ^nns+++??+=infectious
particles ^nns++++=particles
after ^cs+sub+++=after
an ^at++++=an
aerosol ^nn+++??+=aerosol
generating ^vwbg+++xvbg+=generating
procedure ^nn++++=procedure
are ^vb+ber+vrb++=are
dependent ^jj+pred+++=dependent
on ^in++++=on
the ^ati++++=the
mechanical ^jj+atrb+++=mechanical/natural
ventilation ^nn++++=ventilation
and ^cc++++=and
air ^nn++++=air
change ^nn++++=change
per ^nnu++++=per
hour ^nn++++=hour
in ^in++++=in
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
A ^at++++=A
single ^jj+atrb+++=single
air ^nn++++=air
change ^nn++++=change
is ^vbz+bez+aux++=is
estimated ^vpsv++agls+xvbnx+=estimated
to ^to+vcmp+++=to
remove ^vbi++++=remove
63 ^cd++++=63%
% ^zz++++=EXTRAWORD
of ^in++++=of
airborne ^jj+atrb+++=airborne
contaminants ^nns++++=contaminants.
. ^zz++++=EXTRAWORD
Based ^xvbn+++xvbn+=Based
on ^in++++=on
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
the ^ati++++=the
minimum ^jj+atrb+++=minimum
time ^nn++++=time
considered ^vwbn+vprv++xvbn+=considered
for ^in++++=for
cleaning ^xvbg+++xvbg+=cleaning
the ^ati++++=the
environment ^nn++++=environment
after ^cs+sub+++=after
aerosol ^nn++++=aerosol
release ^nn++++=release
is ^vbz+bez+vrb++=is
20 ^cd++++=20
minutes6,11 ^nn++++=minutes6,11.
. ^zz++++=EXTRAWORD
