The ^ati++++=The
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^nn+++??+=pandemic
has ^vbz+hvz+aux++=has
had ^vb+hv+vrb++=had
a ^at++++=a
huge ^jj+atrb+++=huge
impact ^nn++++=impact
on ^in++++=on
the ^ati++++=the
routines ^nns++++=routines
of ^in++++=of
all ^rb++++=all
different ^jj+atrb+++=different
healthcare ^nn+++??+=healthcare
departments ^nns++++=departments,
, ^zz++++=EXTRAWORD
including ^in++++=including
surgeries ^nns++++=surgeries,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
has ^vbz+hvz+vrb++=has
required ^jj+atrb+++=required
frequent ^jj+atrb+++=frequent
changes ^nns++++=changes
of ^in++++=of
protocols ^nns++++=protocols.
. ^zz++++=EXTRAWORD
