The ^ati++++=The
results ^nns++++=results
indicate ^vb+vprv+++=indicate
that ^tht+vcmp+++=that
the ^ati++++=the
coefficient ^nn++++=coefficient
of ^in++++=of
government ^nn++++=government
deficit ^nn++++=deficit,
, ^zz++++=EXTRAWORD
inflation ^nn++++=inflation,
, ^zz++++=EXTRAWORD
interest ^nn++++=interest
rate ^nn++++=rate
and ^cc++++=and
exchange ^nn++++=exchange
rate ^nn++++=rate
is ^vbz+bez+aux++=is
found ^vpsv++agls+xvbnx+=found
to ^to+vcmp+++=to
be ^vbi++vrb++=be
insignificant ^jj+pred+++=insignificant.
. ^zz++++=EXTRAWORD
Precisely ^rb+cnj+++=Precisely,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
coefficient ^nn++++=coefficient
is ^vbz+bez+aux++=is
found ^vpsv++agls+xvbnx+=found
to ^to+vcmp+++=to
be ^vbi++vrb++=be
statistically ^rb++++=statistically
insignificant ^jj+pred+++=insignificant
at ^in++++=at
58 ^cd++++=58,
, ^zz++++=EXTRAWORD
91 ^cd++++=91,
, ^zz++++=EXTRAWORD
16 ^cd++++=16
and ^cc++++=and
75 ^cd++++=75
percent ^nnu++++=percent
level ^nn++++=level
respectively ^rb++++=respectively
as ^in++++=as
indicated ^nn++++=indicated
by ^in++++=by
its ^pp$+it+++=its
probability ^nn++++=probability
value ^nn++++=value
of ^in++++=of
0.5767 ^nn++++=0.5767,
, ^zz++++=EXTRAWORD
0.9094 ^nn++++=0.9094,
, ^zz++++=EXTRAWORD
0.1646 ^nn++++=0.1646
and ^cc++++=and
0.7513 ^nn++++=0.7513.
. ^zz++++=EXTRAWORD
