The ^ati++++=The
chlorhexidine ^nn+++??+=chlorhexidine
solution ^nn++++=solution
( ^zz++++=(0.12%)
0.12 ^nn+++??+=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
proposed ^vpsv++agls+xvbnx+=proposed
to ^to++++=to
be ^vbi+vbi+aux++=be
used ^vpsv++agls+xvbnx+=used
in ^in++++=in
various ^jj+atrb+++=various
ways ^nns++++=ways
[ ^zz++++=[28]
28 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
and ^cc++++=and
purposes ^nns++++=purposes,
, ^zz++++=EXTRAWORD
including ^in++++=including
toothbrushes ^nns+++??+=toothbrushes
disinfection ^nn+++??+=disinfection
[ ^zz++++=[29].
29 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
also ^rb++++=also
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
shown ^vpsv++agls+xvbnx+=shown
to ^to+vcmp+++=to
be ^vbi++vrb++=be
effective ^jj+pred+++=effective
in ^in++++=in
eliminating ^nn+++??+=eliminating
pacifier ^nn+++??+=pacifier
microorganisms ^nns+++??+=microorganisms
[ ^zz++++=[3,9-11].
3,9 ^cd++++=EXTRAWORD
- ^zz++++=EXTRAWORD
11 ^cd++++=EXTRAWORD
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
use ^nn++++=use
is ^vbz+bez+vrb++=is
controversial ^jj+pred+++=controversial,
, ^zz++++=EXTRAWORD
mainly ^rb++++=mainly
especially ^rb++++=especially
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
cost ^nn++++=cost
when ^wrb+who+++=when
compared ^xvbn+++xvbn+=compared
to ^in++++=to
other ^ap++++=other
disinfection ^nn+++??+=disinfection
solutions ^nns++++=solutions.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
disadvantages ^nns++++=disadvantages
may ^md+pos+++=may
limit ^vb++++=limit
their ^pp$+pp3+++=their
widespread ^jj+atrb+++=widespread
use ^nn++++=use,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
in ^in++++=in
low ^jj++++=low-income
- ^zz++++=EXTRAWORD
income ^nn++++=EXTRAWORD
populations ^nns++++=populations
[ ^zz++++=[8,25].
8,25 ^cd++++=EXTRAWORD
]. ^nn++++=EXTRAWORD
