The ^ati++++=The
infection ^nn++++=infection
can ^md+pos+++=can
cause ^vb++++=cause
mild ^jj+atrb+++=mild
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
usually ^rb+down+++=usually
start ^nn++++=start
with ^in++++=with
cough ^nn++++=cough,
, ^zz++++=EXTRAWORD
muscle ^nn++++=muscle
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
anosmia ^nn+++??+=anosmia,
, ^zz++++=EXTRAWORD
progressing ^vbg+++xvbg+=progressing
to ^in++++=to
high ^jj+atrb+++=high
fever ^nn++++=fever,
, ^zz++++=EXTRAWORD
pneumonia ^nn++++=pneumonia,
, ^zz++++=EXTRAWORD
with ^in++++=with
severe ^jj+atrb+++=severe
lung ^nn++++=lung
involvement ^nn++++=involvement
[ ^zz++++=[4]
4 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
and ^cc++++=and,
, ^zz++++=EXTRAWORD
in ^in++++=in
some ^dti++++=some
cases ^nns++++=cases,
, ^zz++++=EXTRAWORD
to ^in++++=to
death ^nn++++=death
[ ^zz++++=[5,
5 ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
6 ^zz++++=6,
, ^zz++++=EXTRAWORD
7 ^zz++++=7].
] ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
the ^ati++++=the
majority ^nn++++=majority
of ^in++++=of
the ^ati++++=the
infections ^nns++++=infections
can ^md+pos+++=can
evolve ^vb++++=evolve
with ^in++++=with
few ^ap++++=few
or ^cc++++=or
no ^at++++=no
symptoms ^nns++++=symptoms,
, ^zz++++=EXTRAWORD
representing ^vbg+++xvbg+=representing
a ^at++++=a
significant ^jj+atrb+++=significant
challenge ^nn++++=challenge
to ^to++++=to
prevent ^vbi++++=prevent
disease ^nn++++=disease
dissemination ^nn+++??+=dissemination,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
asymptomatic ^nn+++??+=asymptomatic
people ^nns++++=people
might ^md+pos+++=might
be ^vb+be+vrb++=be
a ^at++++=a
substantial ^jj+atrb+++=substantial
source ^nn++++=source
of ^in++++=of
transmission ^nn++++=transmission
[ ^zz++++=[8].
8 ^zz++++=EXTRAWORD
]. ^nn++++=EXTRAWORD
