The ^ati++++=The
present ^jj+atrb+++=present
study ^nn++++=study
has ^vbz+hvz+vrb++=has
some ^dti++++=some
limitations ^nns++++=limitations.
. ^zz++++=EXTRAWORD
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cross ^jj++++=cross-sectional
- ^zz++++=EXTRAWORD
sectional ^jj+atrb+++=EXTRAWORD
design ^nn++++=design
does ^vbz+doz+aux++=does
not ^xnot++not++=not
allow ^vb++++=allow
to ^to+vcmp+++=to
draw ^vbi++++=draw
any ^dti++++=any
directionality ^nn++++=directionality
in ^in++++=in
the ^ati++++=the
relationship ^nn++++=relationship.
. ^zz++++=EXTRAWORD
Further ^jjb+atrb+++=Further
longitudinal ^jj+atrb+++=longitudinal
data ^nns++++=data
can ^md+pos+++=can
further ^jjb++++=further
clarify ^vb++++=clarify
the ^ati++++=the
potential ^jj+atrb+++=potential
protective ^jj+atrb+++=protective
effects ^nns++++=effects
of ^in++++=of
Mvpa ^np+++??+=MVPA
against ^in++++=against
the ^ati++++=the
development ^nn++++=development
of ^in++++=of
depression ^nn++++=depression
and ^cc++++=and
anxiety ^nn++++=anxiety
during ^in++++=during
the ^ati++++=the
self ^nn++++=self-isolation.
- ^zz++++=EXTRAWORD
isolation ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Second ^rb+cnj+++=Second,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sample ^nn++++=sample
was ^vbd+bedz+aux++=was
mostly ^rb++splt++=mostly
composed ^vpsv++agls+xvbnx+=composed
of ^in++++=of
females ^nns++++=females
and ^cc++++=and
young ^jj+atrb+++=young
adults ^nns++++=adults
recruited ^vwbn+++xvbn+=recruited
by ^in++++=by
social ^jj+atrb+++=social
media ^nns++++=media
( ^zz++++=(Facebook,
facebook ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Instagram ^np+++??+=Instagram,
, ^zz++++=EXTRAWORD
Twitter ^np+++??+=Twitter,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
emails ^vbz+++??+=emails
sent ^vbd+++xvbn+=sent
to ^in++++=to
a ^at++++=a
network ^nn++++=network
of ^in++++=of
researchers ^nns+++??+=researchers.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
data ^nns++++=data
of ^in++++=of
participants ^nns++++=participants
from ^in++++=from
24 ^cd++++=24
of ^in++++=of
the ^ati++++=the
27 ^cd++++=27
Brazilian ^jj+atrb+++=Brazilian
states ^nns++++=states,
, ^zz++++=EXTRAWORD
about ^in++++=about
62 ^cd++++=62%
% ^zz++++=EXTRAWORD
of ^in++++=of
participants ^nns++++=participants
are ^vb+ber+vrb++=are
from ^in++++=from
Rio ^np+++??+=Rio
Grande ^&fw++++=Grande
do ^vb+do+vrb++=do
Sul ^np+++??+=Sul,
, ^zz++++=EXTRAWORD
14.8 ^cd++++=14.8%
% ^zz++++=EXTRAWORD
from ^in++++=from
Rio ^np+++??+=Rio
de ^&fw++++=de
Janeiro ^np+++??+=Janeiro,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
6.5 ^cd++++=6.5%
% ^zz++++=EXTRAWORD
from ^in++++=from
Cear ^np+++??+=Cear
states ^np++++=states.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
