The ^ati++++=The
index ^nn++++=index
of ^in++++=of
maximum ^jj+atrb+++=maximum
regularity ^nn++++=regularity
, ^zz++++=,
was ^vbd+bedz+aux++=was
defined ^vpsv++agls+xvbnx+=defined
in ^in++++=in
[ ^zz++++=[5]
5 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
and ^cc++++=and
in ^in++++=in
other ^ap++++=other
papers ^nns++++=papers
such ^abl++++=such
as ^in++++=as
[ ^zz++++=[4]
4 ^zz++++=EXTRAWORD
] ^zz++++=EXTRAWORD
has ^vbz+hvz+aux++=has
been ^vbd+ben+aux++=been
widely ^rb++splt++=widely
described ^vpsv++agls+xvbn+=described.
. ^zz++++=EXTRAWORD
