The ^ati++++=The
results ^nns++++=results
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
the ^ati++++=the
virus ^nn++++=virus
can ^md+pos+++=can
remain ^vb++++=remain
viable ^jj++++=viable
and ^cc++++=and
infectious ^nns+++??+=infectious
on ^in++++=on
surfaces ^nns++++=surfaces
from ^in++++=from
hours ^nns++++=hours
to ^in++++=to
days ^nns++++=days
( ^zz++++=(depending
depending ^vbg+++xvbg+=EXTRAWORD
on ^in++++=on
the ^ati++++=the
inoculum ^nn+++??+=inoculum),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
reinforcing ^vbg+++xvbg+=reinforcing
the ^ati++++=the
importance ^nn++++=importance
of ^in++++=of
hand ^nn++++=hand
hygiene ^nn++++=hygiene
after ^in++++=after
contact ^nn++++=contact
with ^in++++=with
inanimate ^jj+atrb+++=inanimate
environments ^nns++++=environments
and ^cc++++=and
surfaces ^nns++++=surfaces.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
most ^ql+emph+++=most
likely ^jj++++=likely
because ^cs+cos+++=because
the ^ati++++=the
droplets ^nns++++=droplets
of ^in++++=of
viruses ^nns++++=viruses
that ^tht+rel+obj++=that
cause ^nn++++=cause
respiratory ^jj+atrb+++=respiratory
infections ^nns++++=infections
are ^vb+ber+aux++=are
expelled ^vpsv++by+xvbnx+=expelled
by ^in++++=by
coughing ^nn++++=coughing
and ^cc++++=and
sneezing ^nn+++??+=sneezing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
single ^jj+atrb+++=single
droplet ^nn++++=droplet
can ^md+pos+++=can
easily ^rb++splt++=easily
contain ^vb++++=contain
an ^at++++=an
infectious ^nns++++=infectious
dose ^nn++++=dose.
. ^zz++++=EXTRAWORD
