The ^ati++++=The
aim ^nn++++=aim
of ^in++++=of
this ^dt+dem+++=this
study ^nn++++=study
was ^vbd+bedz+aux++=was
to ^to++++=to
evaluate ^vbi++++=evaluate
the ^ati++++=the
accuracy ^nn++++=accuracy
of ^in++++=of
chest ^nn++++=chest
Ct ^np+++??+=CT
in ^in++++=in
patients ^nns++++=patients
with ^in++++=with
clinical ^jj+atrb+++=clinical
suspicion ^nn++++=suspicion
of ^in++++=of
covid ^np++++=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
at ^in++++=at
a ^at++++=a
cancer ^nn++++=cancer
center ^nn++++=center.
. ^zz++++=EXTRAWORD
