The ^ati++++=The
objective ^nn++++=objective
of ^in++++=of
this ^dt+dem+++=this
paper ^nn++++=paper
is ^vbz+bez+vrb++=is
to ^in++++=to
offer ^nn++++=offer
guidelines ^nns+++??+=guidelines
in ^in++++=in
order ^vb++++=order
to ^to+vcmp+++=to
guide ^vbi++++=guide
surgeons ^nns++++=surgeons
regarding ^in++++=regarding
the ^ati++++=the
surgical ^jj+atrb+++=surgical
management ^nn++++=management
of ^in++++=of
the ^ati++++=the
airways ^nns++++=airways
in ^in++++=in
patients ^nns++++=patients
suspected ^jj++++=suspected
and ^cc++++=and/or
confirmed ^vbd+vpub++xvbn+=confirmed
for ^in++++=for
infection ^nn++++=infection
by ^in++++=by
covid ^np++++=COVID-19.
- ^zz++++=EXTRAWORD
19. ^nn++++=EXTRAWORD
