The ^ati++++=The
results ^nns++++=results
also ^rb++++=also
revealed ^vprf+++xvbn+=revealed
that ^tht+vcmp+++=that
Gd ^np+++??+=GD
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
granger ^np++++=granger
causes ^nns++++=causes
Int ^np+++??+=INT,
, ^zz++++=EXTRAWORD
the ^ati++++=the
null ^jj+atrb+++=null
hypothesis ^nn++++=hypothesis
is ^vbz+bez+aux++=is
accepted ^vpsv++agls+xvbnx+=accepted
at ^rb++++=at
5 ^zz++++=5%
% ^zz++++=EXTRAWORD
percent ^nnu++++=percent
indicated ^vwbn+vprv++xvbn+=indicated
by ^in++++=by
the ^ati++++=the
probability ^nn++++=probability
value ^nn++++=value
0.2098 ^nn+++??+=0.2098
and ^cc++++=and
this ^dt+pdem+++=this
is ^vbz+bez+aux++=is
confirmed ^vpsv++by+xvbnx+=confirmed
by ^in++++=by
the ^ati++++=the
F ^zz++++=F-statistics
- ^zz++++=EXTRAWORD
statistics ^nns++++=EXTRAWORD
value ^nn++++=value
1.70505 ^cd++++=1.70505.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
result ^nn++++=result
therefore ^rb+cnj+++=therefore
indicates ^vbz+vpub+++=indicates
no ^at++++=no
causation ^nn++++=causation
flowing ^nn++++=flowing
from ^in++++=from
int ^np++++=INT
to ^in++++=to
gd ^np++++=GD.
. ^zz++++=EXTRAWORD
