The ^ati++++=The
median ^nn++++=median
of ^in++++=of
depressive ^nn+++??+=depressive
symptoms ^nns++++=symptoms
in ^in++++=in
the ^ati++++=the
overall ^jjb+atrb+++=overall
sample ^nn++++=sample
was ^vbd+bedz+vrb++=was
9.00 ^cd++++=9.00
( ^zz++++=(IQR=10.00),
iqr=10.00 ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
mean=9.98 ^nn+++??+=mean=9.98
( ^zz++++=(7.60),
7.60 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
points ^nns++++=points
in ^in++++=in
the ^ati++++=the
Bdi ^np+++??+=BDI
scale ^nn++++=scale.
. ^zz++++=EXTRAWORD
Those ^dt+dem+++=Those
that ^dt+pdem+++=that
reported ^vbd+vpub++xvbn+=reported
30 ^cd++++=30
minutes ^nns++++=minutes
in ^in++++=in
Mvpa ^np+++??+=MVPA
per ^nnu++++=per
day ^nn++++=day
reported ^vbd+vpub++xvbn+=reported
lower ^jjr+atrb+++=lower
depressive ^nn+++??+=depressive
symptoms ^nns++++=symptoms
than ^in++++=than
those ^dt+dem+++=those
that ^dt+pdem+++=that
spent ^vbd+++xvbn+=spent
< ^zz++++=<30
30 ^cd++++=EXTRAWORD
minutes ^nns++++=minutes
per ^nnu++++=per
day ^nn++++=day
in ^in++++=in
Mvpa ^np+++??+=MVPA
( ^zz++++=(AMD=
amd ^nn+++??+=EXTRAWORD
= ^zz++++=EXTRAWORD
- ^zz++++=-0.707;
0.707 ^nn+++??+=EXTRAWORD
; ^zz++++=EXTRAWORD
95%ci ^cd++++=95%CI=
= ^zz++++=EXTRAWORD
- ^zz++++=-1.160
1.160 ^cd++++=EXTRAWORD
to ^to++++=to
- ^zz++++=-0.253,
0.253 ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
p=0.002 ^nn+++??+=p=0.002).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Also ^rb+cnj+++=Also,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
that ^dt+pdem+++=that
spent ^vbd+++xvbn+=spent
< ^zz++++=<10
10 ^cd++++=EXTRAWORD
hours ^nns++++=hours
in ^in++++=in
Sb ^np+++??+=SB
per ^nnu++++=per
day ^nn++++=day
reported ^vbd+vpub++xvbn+=reported
lower ^jjr+atrb+++=lower
depressive ^nn+++??+=depressive
symptoms ^nns++++=symptoms
than ^in++++=than
those ^dt+dem+++=those
that ^cs+sub+++=that
spent ^vprf+++xvbn+=spent
10 ^cd++++=10
hours ^nns++++=hours
in ^in++++=in
Sb ^np+++??+=SB
per ^nnu++++=per
day ^nn++++=day
( ^zz++++=(AMD=
amd ^nn+++??+=EXTRAWORD
= ^zz++++=EXTRAWORD
- ^zz++++=-1.736,
1.736 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
95%ci ^cd++++=95%CI=
= ^zz++++=EXTRAWORD
- ^zz++++=-2.704
2.704 ^cd++++=EXTRAWORD
to ^to++++=to
- ^zz++++=-0.768,
0.768 ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
p<0.001 ^nn++++=p<0.001).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
