The ^ati++++=The
data ^nns++++=data
used ^vwbn+++xvbn+=used
were ^vbd+bed+aux++=were
based ^vpsv++agls+xvbnx+=based
on ^in++++=on
information ^nn+nom+++=information
obtained ^vwbn+++xvbn+=obtained
through ^in++++=through
questionnaires ^nns++++=questionnaires
and ^cc++++=and
interviews ^nns++++=interviews
of ^in++++=of
indigenous ^jj+atrb+++=indigenous
patients ^nns++++=patients
from ^in++++=from
Aldeia ^np+++??+=Aldeia
Velha ^np+++??+=Velha,
, ^zz++++=EXTRAWORD
collected ^xvbn+++xvbn+=collected
during ^in++++=during
the ^ati++++=the
dentures ^np++++=Dentures
in ^in++++=in
one ^cd1++++=One
day ^nn++++=Day/DSEI
bahia ^np++++=Bahia
campaign ^nn++++=campaign.
. ^zz++++=EXTRAWORD
