The ^ati++++=The
minimum ^jj+atrb+++=minimum
wages ^nns++++=wages
in ^in++++=in
Argentina ^np++++=Argentina
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
converted ^vpsv++agls+xvbnx+=converted
to ^in++++=to
their ^pp$+pp3+++=their
corresponding ^jj+atrb++xvbg+=corresponding
value ^nn++++=value
in ^in++++=in
Us ^pp1o+pp1+++=US
dollars ^nns++++=dollars
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
have ^vbi++vrb++=have
a ^at++++=a
common ^jj+atrb+++=common
measurement ^nn+nom+++=measurement
for ^in++++=for
comparison ^nn++++=comparison
with ^in++++=with
Latin ^jj+atrb+++=Latin
American ^jj+atrb+++=American
countries ^nns++++=countries.
. ^zz++++=EXTRAWORD
As ^ql++++=As
can ^md+pos+++=can
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
in ^in++++=in
tables ^nns++++=tables
2 ^zz++++=2
and ^cc++++=and
3 ^zz++++=3,
, ^zz++++=EXTRAWORD
the ^ati++++=the
minimum ^jj+atrb+++=minimum
wages ^nns++++=wages
in ^in++++=in
Us ^pp1o+pp1+++=US
dollars ^nns++++=dollars
vary ^vb++++=vary
depending ^vbg+++xvbg+=depending
on ^in++++=on
the ^ati++++=the
industrial ^jj+atrb+++=industrial
sector ^nn++++=sector,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
best ^nn++++=best
paid ^vbd+++xvbn+=paid
being ^vbg+beg++xvbg+=being
those ^dt+dem+++=those
workers ^nns+nom+++=workers
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
trench ^nn++++=trench
coat ^nn++++=coat
textile ^nn++++=textile
industry ^nn++++=industry,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
workers ^nns+nom+++=workers
with ^in++++=with
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
wages ^nns++++=wages
were ^vbd+bed+vrb++=were
those ^dt+pdem+++=those
who ^whp+rel+obj++=who
the ^ati++++=the
public ^jj+atrb+++=public
sector ^nn++++=sector
of ^in++++=of
zone ^nn++++=zone
e ^zz++++=E.
. ^zz++++=EXTRAWORD
