The ^ati++++=The
category ^nn++++=category
well ^rb++++=well-being,
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
largest ^jjt+atrb+++=largest
number ^nn++++=number
of ^in++++=of
volunteers ^nns+nom+++=volunteers,
, ^zz++++=EXTRAWORD
refers ^vbz++++=refers
to ^in++++=to
health ^nn++++=health
in ^in++++=in
the ^ati++++=the
perspective ^nn++++=perspective
given ^vwbn+++xvbn+=given
by ^in++++=by
A ^at++++=A,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
relates ^nns+nom+++=relates
health ^nn++++=health
with ^in++++=with
intellectual ^jj++++=intellectual,
, ^zz++++=EXTRAWORD
creative ^jj+atrb+++=creative
and ^cc+phrs+++=and
social ^jj+atrb+++=social
capacities ^nns+nom+++=capacities.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
sense ^nn++++=sense,
, ^zz++++=EXTRAWORD
the ^ati++++=the
contributions ^nns+nom+++=contributions
of ^in++++=of
teachers ^nns+nom+++=teachers
seem ^vb+seem+++=seem
to ^to+vcmp+++=to
transcend ^vbi++++=transcend
the ^ati++++=the
restricted ^jj+atrb++xvbn+=restricted
perception ^nn+nom+++=perception
of ^in++++=of
health ^nn++++=health,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
limiting ^jj+++xvbg+=limiting
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
biological ^jj+atrb+++=biological
condition ^nn+nom+++=condition,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
health ^nn++++=health
becomes ^vbz++++=becomes
the ^ati++++=the
result ^nn++++=result
of ^in++++=of
the ^ati++++=the
interaction ^nn+nom+++=interaction
of ^in++++=of
the ^ati++++=the
individual ^nn+nom+++=individual
with ^in++++=with
the ^ati++++=the
social ^jj+atrb+++=social
environment ^nn+nom+++=environment.
. ^zz++++=EXTRAWORD
