The ^ati++++=The
third ^nn++++=third
part ^nn++++=part
was ^vbd+bedz+vrb++=was
the ^ati++++=the
moment ^nn++++=moment
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
selected ^vbd+++xvbn+=selected
the ^ati++++=the
articles ^nns++++=articles
through ^in++++=through
exclusion ^nn++++=exclusion
and ^cc++++=and
inclusion ^nn++++=inclusion
criteria ^nns++++=criteria,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
will ^md+prd+++=will
be ^vb+be+aux++=be
described ^vpsv++agls+xvbnx+=described
in ^in++++=in
Table ^nn++++=Table
1 ^zz++++=1.
. ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
last ^jj+atrb+++=last
stage ^nn++++=stage
of ^in++++=of
the ^ati++++=the
research ^nn++++=research
was ^vbd+bedz+vrb++=was
the ^ati++++=the
full ^jj++++=full
reading ^jj+++xvbg+=reading
of ^in++++=of
the ^ati++++=the
articles ^nns++++=articles
and ^cc++++=and
the ^ati++++=the
elaboration ^nn+nom+++=elaboration
of ^in++++=of
this ^dt+dem+++=this
text ^nn++++=text
to ^to++++=to
find ^vbi+vprv+++=find
the ^ati++++=the
answers ^nns+nom+++=answers
to ^in++++=to
the ^ati++++=the
central ^jj+atrb+++=central
research ^nn++++=research
problem ^nn++++=problem
of ^in++++=of
that ^dt+dem+++=that
article ^nn++++=article.
. ^zz++++=EXTRAWORD
