The ^ati++++=The
organization ^nn+nom+++=organization
of ^in++++=of
the ^ati++++=the
categories ^nns++++=categories
in ^in++++=in
the ^ati++++=the
following ^jj+atrb++xvbg+=following
list ^nn++++=list
is ^vbz+bez+aux++=is
not ^xnot++not++=not
dictated ^vpsv++by+xvbn+=dictated
by ^in++++=by
a ^at++++=a
sequential ^jj+atrb+++=sequential
order ^nn++++=order
of ^in++++=of
manifestation ^nn+nom+++=manifestation,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
highlights ^nns++++=highlights
the ^ati++++=the
complexity ^nn+nom+++=complexity
and ^cc++++=and
articulation ^nn+nom+++=articulation
of ^in++++=of
the ^ati++++=the
different ^jj+atrb+++=different
approaches ^nns++++=approaches.
. ^zz++++=EXTRAWORD
