The ^ati++++=The
results ^nns++++=results
by ^in++++=by
Biagini ^np+++??+=Biagini
and ^cc++++=and
Gon ^np+++??+=Gon
alves ^nns+++??+=alves
( ^zz++++=(2017)
2017 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
an ^at++++=an
example ^nn++++=example
of ^in++++=of
the ^ati++++=the
blind ^jj+atrb+++=blind
student ^nn++++=student
s ^zz++++=s
dependence ^nn+nom+++=dependence
on ^in++++=on
teacher ^nn++++=teacher
assistance ^nn+nom+++=assistance,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+aux++=is
related ^vpsv++agls+xvbnx+=related
to ^in++++=to
unpreparedness ^nns+nom+++=unpreparedness
of ^in++++=of
the ^ati++++=the
teacher ^nn++++=teacher
and ^cc++++=and
lack ^nn++++=lack
of ^in++++=of
information ^nn+nom+++=information
on ^in++++=on
how ^wrb+who+++=how
to ^to++++=to
deal ^vbi++++=deal
with ^in+ppvb+++=with
a ^at++++=a
blind ^jj+atrb+++=blind
student ^nn++++=student
in ^in++++=in
class ^nn++++=class.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
situation ^nn+nom+++=situation
may ^md+pos+++=may
also ^rb++++=also
impact ^nn++++=impact
on ^in++++=on
blind ^jj+atrb+++=blind
students ^nns++++=students
socialization ^nn+nom+++=socialization
and ^cc++++=and
introspection ^nn+nom+++=introspection,
, ^zz++++=EXTRAWORD
as ^in++++=as
in ^in"++++=in
Jo ^np++++=Jo
o ^zz++++=o
s ^zz++++=s
case ^nn++++=case.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
only ^rb+down+++=only
participated ^vbd+++xvbn+=participated
in ^in++++=in
group ^nn++++=group
and ^cc++++=and
oral ^jj+atrb+++=oral
activities ^nns+nom+++=activities
responding ^vwbg+++xvbg+=responding
to ^in++++=to
the ^ati++++=the
interventions ^nns+nom+++=interventions
of ^in++++=of
his ^pp$+pp3+++=his
colleagues ^nns++++=colleagues
and ^cc++++=and
teachers ^nns+nom+++=teachers,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
though ^cs+sub+++=though
such ^abl++++=such
activities ^nns+nom+++=activities
were ^vbd+bed+aux++=were
planned ^vpsv++agls+xvbnx+=planned
considering ^vbg+++xvbg+=considering
his ^pp$+pp3+++=his
impairment ^nn+nom+++=impairment
( ^zz++++=(BIAGINI;
biagini ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
gon ^np++++=GON
alves ^np++++=ALVES,
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
