The ^ati++++=The
literature ^nn++++=literature
has ^vbz+hvz+aux++=has
already ^rb++splt++=already
documented ^vprf+++xvbnx+=documented
the ^ati++++=the
uncertain ^jj+atrb+++=uncertain
nature ^nn++++=nature
of ^in++++=of
these ^dt+dem+++=these
partnerships ^nns+nom+++=partnerships
in ^in++++=in
Brazil ^np++++=Brazil
and ^cc++++=and
other ^ap++++=other
cases ^nns++++=cases
( ^zz++++=(Bezerra,
bezerra ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999;
; ^zz++++=EXTRAWORD
Aspinall ^np+++??+=Aspinall,
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014;
; ^zz++++=EXTRAWORD
Novaes ^np+++??+=Novaes,
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
unlike ^in++++=unlike
this ^dt+dem+++=this
evidence ^nn+nom+++=evidence,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
interviewees ^nns+nom+++=interviewees
expressed ^vbd+vpub++xvbn+=expressed
less ^rbr++++=less
frequently ^rb++++=frequently
their ^pp$+pp3+++=their
disappointment ^nn+nom+++=disappointment
with ^in++++=with
mayors ^npts++++=mayors
or ^cc++++=or
other ^ap++++=other
local ^jj+atrb+++=local
brokers ^nns+nom+++=brokers
in ^in++++=in
terms ^nns++++=terms
of ^in++++=of
betrayal ^nn+nom+++=betrayal
or ^cc++++=or
opportunistic ^nn++++=opportunistic
and ^cc++++=and
predatory ^jj+atrb+++=predatory
behavior ^nn++++=behavior.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
questioned ^vbd+vpub++xvbn+=questioned
in ^in++++=in
these ^dt+dem+++=these
terms ^nns++++=terms,
, ^zz++++=EXTRAWORD
interviewees ^nns+nom+++=interviewees
showed ^vbd+vprv++xvbn+=showed
empathy ^nn++++=empathy
regarding ^in++++=regarding
the ^ati++++=the
pressures ^nns++++=pressures
mayors ^npts++++=mayors
deal ^nn++++=deal
with ^in+strn+++=with.
. ^zz++++=EXTRAWORD
