The ^ati++++=The
legal ^jj+atrb+++=legal
changes ^nns++++=changes
around ^rp++++=around
the ^ati++++=the
implementation ^nn+nom+++=implementation
of ^in++++=of
minimum ^jj+atrb+++=minimum
wages ^nns++++=wages
came ^vbd+++xvbn+=came
along ^in++++=along
with ^in"++++=with
some ^dti++++=some
populism ^nn+nom+++=populism
governments ^nns+nom+++=governments
which ^whp+rel+subj++=which
encountered ^vbd+++xvbn+=encountered
the ^ati++++=the
economic ^jj+atrb+++=economic
crisis ^nn++++=crisis
of ^in++++=of
1929 ^cd+date+++=1929
as ^in++++=as
the ^ati++++=the
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
claim ^vbi++++=claim
the ^ati++++=the
guilt ^nn++++=guilt
on ^in++++=on
the ^ati++++=the
northern ^jj+atrb+++=northern
hegemon ^nn+++??+=hegemon.
. ^zz++++=EXTRAWORD
As ^ql++++=As
many ^ap++++=many
governments ^nns+nom+++=governments
of ^in++++=of
that ^dt+dem+++=that
period ^nn++++=period
sought ^vbd+++xvbn+=sought
the ^ati++++=the
electoral ^jj+atrb+++=electoral
support ^nn++++=support
of ^in++++=of
the ^ati++++=the
popular ^jj+atrb+++=popular
masses ^nns++++=masses,
, ^zz++++=EXTRAWORD
the ^ati++++=the
political ^jj+atrb+++=political
leaders ^nns+nom+++=leaders
offered ^vbd+++xvbn+=offered
to ^to++++=to
establish ^vbi+vprv+++=establish
benefits ^nns++++=benefits
for ^in++++=for
the ^ati++++=the
workers ^nns+nom+++=workers
and ^cc++++=and
employees ^nns+nom+++=employees
such ^abl++++=such
as ^ql++++=as
L ^zz++++=L
zaro ^nn+++??+=zaro
C ^zz++++=C
rdenas ^nns+++??+=rdenas
in ^in++++=in
Mexico ^np++++=Mexico
( ^zz++++=(1934-1940),
1934 ^cd+date+++=EXTRAWORD
- ^zz++++=EXTRAWORD
1940 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Getulio ^np+++??+=Getulio
Vargas ^np+++??+=Vargas
in ^in++++=in
Brazil ^np++++=Brazil
( ^zz++++=(1930-1943),
1930 ^cd+date+++=EXTRAWORD
- ^zz++++=EXTRAWORD
1943 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Juan ^np++++=Juan
Domingo ^np+++??+=Domingo
Per ^nnu++++=Per
n ^zz++++=n
in ^in++++=in
Argentina ^np++++=Argentina
( ^zz++++=(1943-1955)
1943 ^cd+date+++=EXTRAWORD
- ^zz++++=EXTRAWORD
1955 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(Zapata
zapata ^nn+++??+=EXTRAWORD
2002 ^cd++++=2002).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
case ^nn++++=case
of ^in++++=of
Ecuador ^np+++??+=Ecuador,
, ^zz++++=EXTRAWORD
the ^ati++++=the
changes ^nns++++=changes
where ^wrb+who+++=where
produced ^xvbn+++xvbn+=produced
within ^in++++=within
the ^ati++++=the
context ^nn++++=context
of ^in++++=of
the ^ati++++=the
Julian ^np++++=Julian
Revolution ^nn+nom+++=Revolution
( ^zz++++=(1925-1932),
1925 ^cd+date+++=EXTRAWORD
- ^zz++++=EXTRAWORD
1932 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
entrance ^nn+nom+++=entrance
of ^in++++=of
the ^ati++++=the
first ^od++++=first
populist ^nn+nom+++=populist
government ^nn+nom+++=government
of ^in++++=of
velasco ^np++++=Velasco
ibarra ^np++++=Ibarra
( ^zz++++=(1934-1935).
1934 ^cd+date+++=EXTRAWORD
-1935). ^nn++++=EXTRAWORD
