The ^ati++++=The
centrality ^nn+nom+++=centrality
attributed ^vwbn+++xvbn+=attributed
to ^in++++=to
brokers ^nns+nom+++=brokers
who ^whp+rel+obj++=who
hold ^nn++++=hold
elective ^jj+atrb+++=elective
office ^nn++++=office
as ^in++++=as
opposed ^in"++++=opposed
to ^in++++=to
the ^ati++++=the
other ^ap++++=other
representatives ^nns++++=representatives
local ^jj+atrb+++=local
supporters ^nns+nom+++=supporters
shows ^vbz+vprv+++=shows
that ^tht+vcmp+++=that
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
crucial ^jj+pred+++=crucial
to ^in++++=to
better ^jjr++++=better
understand ^vb+vprv+++=understand
this ^dt+dem+++=this
kind ^rb++++=kind
of ^rb"++++=of
broker ^nn++++=broker
and ^cc+cls+++=and
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
bring ^vb++++=bring
to ^rb+phrv+++=to
this ^dt+dem+++=this
relationship ^nn+nom+++=relationship.
. ^zz++++=EXTRAWORD
As ^cs+sub+++=As
elected ^vbd+++xvbn+=elected
representatives ^nns++++=representatives,
, ^zz++++=EXTRAWORD
mayors ^npts++++=mayors
and ^cc++++=and
councilors ^nns++++=councilors
are ^vb+ber+vrb++=are
subject ^nn++++=subject
to ^in++++=to
control ^nn++++=control
and ^cc++++=and
monitoring ^nvbg+++xvbg+=monitoring
by ^in++++=by
their ^pp$+pp3+++=their
bosses ^nns++++=bosses
in ^in++++=in
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
time ^nn++++=time.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
the ^ati++++=the
time ^nn++++=time,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
acting ^vbg+++xvbg+=acting
as ^ql++++=as
bosses ^nns++++=bosses,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
demand ^vb++++=demand
resources ^nns++++=resources
( ^zz++++=(pork
pork ^nn++++=EXTRAWORD
barrel ^nn++++=barrel
budget ^nn++++=budget
amendments ^nns+nom+++=amendments
and ^cc++++=and
electoral ^jj+atrb+++=electoral
support ^nn++++=support),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
differently ^rb++++=differently
from ^in++++=from
the ^ati++++=the
rewards ^vbz++++=rewards
that ^dt+dem+++=that
the ^ati++++=the
literature ^nn++++=literature
generally ^rb+down+++=generally
identifies ^vbz++++=identifies
for ^in++++=for
brokers ^nns+nom+++=brokers.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
agree ^vb+vpub+++=agree
that ^tht+vcmp+++=that
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
a ^at++++=a
very ^ql+amp+++=very
diverse ^jj+atrb+++=diverse
range ^nn++++=range
of ^in++++=of
brokers ^nns+nom+++=brokers
types ^nns++++=types
( ^zz++++=(Aspinall,
aspinall ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014;
; ^zz++++=EXTRAWORD
Holland ^np++++=Holland
& ^zz++++=&
Palmer ^np++++=Palmer-Rubin,
- ^zz++++=EXTRAWORD
rubin ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015;
; ^zz++++=EXTRAWORD
Mares ^nns++++=Mares
& ^zz++++=&
Young ^jj++++=Young,
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016)
) ^zz++++=EXTRAWORD
tend ^vb++++=tend
to ^to+vcmp+++=to
neglect ^vbi++++=neglect
this ^dt+dem+++=this
distinction ^nn+nom+++=distinction
between ^in++++=between
elected ^jj+++xvbn+=elected
and ^cc++++=and
non ^&fw++++=non-elected
- ^zz++++=EXTRAWORD
elected ^jj+atrb++xvbn+=EXTRAWORD
brokers ^nns+nom+++=brokers.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
speculate ^nn+nom+++=speculate
that ^tht+vcmp+++=that
this ^dt+dem+++=this
distinction ^nn+nom+++=distinction
must ^md+nec+++=must
imply ^vb+vprv+++=imply
in ^in++++=in
different ^jj+atrb+++=different
relationship ^nn+nom+++=relationship
patterns ^nns++++=patterns
with ^in++++=with
bosses ^nns++++=bosses.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
way ^nn++++=way
to ^to++++=to
clarify ^vbi++++=clarify
these ^dt+dem+++=these
differences ^nns+nom+++=differences
is ^vbz+bez+aux++=is
to ^to++++=to
invest ^vbi++++=invest
in ^in++++=in
more ^rbr++++=more
research ^nn++++=research
focused ^vbd+++xvbn+=focused
on ^in++++=on
the ^ati++++=the
brokers ^nns+nom+++=brokers
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
