The ^ati++++=The
objective ^nn++++=objective
of ^in++++=of
this ^dt+dem+++=this
article ^nn++++=article
is ^vbz+bez+aux++=is
to ^to++++=to
uncover ^vbi++++=uncover
evidence ^nn+nom+++=evidence,
, ^zz++++=EXTRAWORD
both ^abx++++=both
in ^in++++=in
the ^ati++++=the
Brazilian ^jj++++=Brazilian
and ^cc+phrs+++=and
international ^jj+atrb+++=international
educational ^jj+atrb+++=educational
published ^jj+atrb++xvbn+=published
research ^nn++++=research,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
contribution ^nn+nom+++=contribution
of ^in++++=of
gestures ^nns++++=gestures
to ^in++++=to
the ^ati++++=the
teaching ^jj+atrb++xvbg+=teaching
and ^cc+phrs+++=and
learning ^jj+atrb++xvbg+=learning
processes ^nns+nom+++=processes,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
how ^wrb+who+++=how
this ^dt+dem+++=this
specific ^jj+atrb+++=specific
field ^nn++++=field
of ^in++++=of
research ^nn++++=research
is ^vbz+bez+aux++=is
evolving ^vbg+++xvbg+=evolving.
. ^zz++++=EXTRAWORD
