The ^ati++++=The
article ^nn++++=article
carries ^vbz++++=carries
out ^rp+pl+++=out
an ^at++++=an
analysis ^nn++++=analysis
of ^in++++=of
the ^ati++++=the
labor ^nn++++=labor
context ^nn++++=context
in ^in++++=in
Ecuador ^np+++??+=Ecuador
during ^in++++=during
the ^ati++++=the
1930s ^cd+date+++=1930s
with ^in++++=with
the ^ati++++=the
aim ^nn++++=aim
of ^in++++=of
contributing ^nn++++=contributing
with ^in++++=with
new ^jj++++=new
quantitative ^jj++++=quantitative,
, ^zz++++=EXTRAWORD
legal ^jj+atrb+++=legal
and ^cc+phrs+++=and
contextual ^jj+atrb+++=contextual
information ^nn+nom+++=information.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
information ^nn+nom+++=information
is ^vbz+bez+vrb++=is
important ^jj+pred+++=important
as ^ql++++=as
they ^pp3a+pp3+++=they
add ^vb+vpub+++=add
three ^cd++++=three
essential ^jj+atrb+++=essential
elements ^nns+nom+++=elements
to ^to++++=to
understand ^vbi+vprv+++=understand
the ^ati++++=the
work ^nn++++=work
context ^nn++++=context:
: ^zz++++=EXTRAWORD
economically ^rb++++=economically
active ^jj+atrb+++=active
population ^nn+nom+++=population
and ^cc++++=and
purchasing ^jj+atrb++xvbg+=purchasing
power ^nn++++=power;
; ^zz++++=EXTRAWORD
legal ^jj+atrb+++=legal
context ^nn++++=context
on ^in++++=on
labor ^nn++++=labor
conditions ^nns+nom+++=conditions;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
a ^at++++=a
brief ^jj+atrb+++=brief
review ^nn++++=review
on ^in++++=on
the ^ati++++=the
implementation ^nn+nom+++=implementation
of ^in++++=of
the ^ati++++=the
minimum ^jj+atrb+++=minimum
wage ^nn++++=wage.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
analysis ^nn++++=analysis
was ^vbd+bedz+aux++=was
carried ^vpsv++agls+xvbnx+=carried
out ^rp+pl+++=out
based ^xvbn+++xvbn+=based
on ^in++++=on
a ^at++++=a
historicalcomparative ^jj+atrb+++=historicalcomparative
and ^cc+phrs+++=and
analytical ^jj+atrb+++=analytical
method ^nn++++=method,
, ^zz++++=EXTRAWORD
taking ^vbg+++xvbg+=taking
into ^in++++=into
account ^nn++++=account
three ^cd++++=three
groups ^nns++++=groups
of ^in++++=of
workers ^nns+nom+++=workers,
, ^zz++++=EXTRAWORD
namely ^rb+cnj+++=namely:
: ^zz++++=EXTRAWORD
workers ^nns+nom+++=workers
in ^in++++=in
the ^ati++++=the
public ^nn++++=public
and ^cc++++=and
industrial ^jj+atrb+++=industrial
sector ^nn++++=sector;
; ^zz++++=EXTRAWORD
workers ^nns+nom+++=workers
in ^in++++=in
the ^ati++++=the
interior ^nn++++=interior
and ^cc++++=and
small ^jj+atrb+++=small
industry ^nn++++=industry;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
workers ^nns+nom+++=workers
in ^in++++=in
rural ^jj+atrb+++=rural
sectors ^nns++++=sectors.
. ^zz++++=EXTRAWORD
Multiple ^jj+atrb+++=Multiple
legal ^jj+atrb+++=legal
benefits ^nns++++=benefits
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
found ^vpsv++agls+xvbnx+=found
for ^in++++=for
the ^ati++++=the
first ^od++++=first
group ^nn++++=group,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
compensation ^nn+nom+++=compensation
for ^in++++=for
eviction ^nn+nom+++=eviction,
, ^zz++++=EXTRAWORD
premature ^jj+atrb+++=premature
separation ^nn+nom+++=separation,
, ^zz++++=EXTRAWORD
maternity ^nn+nom+++=maternity,
, ^zz++++=EXTRAWORD
disability ^nn+nom+++=disability,
, ^zz++++=EXTRAWORD
overtime ^nn++++=overtime
worked ^vbd+++xvbn+=worked,
, ^zz++++=EXTRAWORD
in ^in++++=in
addition ^nn+nom+++=addition
to ^in++++=to
a ^at++++=a
minimum ^jj+atrb+++=minimum
wage ^nn++++=wage
differentiated ^vwbn+++xvbn+=differentiated
by ^in++++=by
zone ^nn++++=zone
and ^cc++++=and
type ^nn++++=type
of ^in++++=of
work ^nn++++=work.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
second ^od++++=second
group ^nn++++=group,
, ^zz++++=EXTRAWORD
the ^ati++++=the
legal ^jj+atrb+++=legal
benefits ^nns++++=benefits
are ^vb+ber+vrb++=are
random ^rb+cnj+++=random,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
minimum ^jj+atrb+++=minimum
wages ^nns++++=wages
paid ^vbd+++xvbn+=paid
are ^vb+ber+aux++=are
assumed ^vpsv++agls+xvbnx+=assumed
to ^to+vcmp+++=to
be ^vbi++vrb++=be
daily ^jj+atrb+++=daily
wages ^nns++++=wages
and ^cc++++=and
paid ^vpsv++agls+xvbn+=paid
in ^in++++=in
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
third ^nn++++=third
group ^nn++++=group,
, ^zz++++=EXTRAWORD
the ^ati++++=the
legal ^jj+atrb+++=legal
benefits ^nns++++=benefits
are ^vb+ber+vrb++=are
non ^&fw++++=non-existent,
- ^zz++++=EXTRAWORD
existent ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
live ^vb++++=live
within ^in++++=within
their ^pp$+pp3+++=their
own ^ap++++=own
cultural ^jj+atrb+++=cultural
conditions ^nns+nom+++=conditions,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
excludes ^nns+++??+=excludes
them ^pp3o+pp3+++=them
from ^in++++=from
the ^ati++++=the
legalization ^nn+nom+++=legalization
of ^in++++=of
labor ^nn++++=labor
systems ^nns++++=systems,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
salary ^nn++++=salary
compensations ^nns+nom+++=compensations
are ^vb+ber+vrb++=are
in ^in++++=in
kind ^nn++++=kind
or ^cc++++=or
in ^in++++=in
food ^nn++++=food
exchange ^nn++++=exchange.
. ^zz++++=EXTRAWORD
