The ^ati++++=The
species ^nn++++=species
is ^vbz+bez+vrb++=is
currently ^rb++++=currently
in ^in++++=in
a ^at++++=a
Least ^rbt++++=Least
Concern ^nn++++=Concern
situation ^nn+nom+++=situation
( ^zz++++=(CNCFlora
cncflora ^nn+++??+=EXTRAWORD
2012b ^cd++++=2012b),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
its ^pp$+it+++=its
occurrence ^nn+nom+++=occurrence
becomes ^vbz++++=becomes
rare ^jj++++=rare
outside ^in+pl+++=outside
protected ^xvbn+++xvbn+=protected
areas ^nns++++=areas,
, ^zz++++=EXTRAWORD
your ^pp$+pp2+++=your
registration ^nn+nom+++=registration
in ^in++++=in
the ^ati++++=the
N ^zz++++=N
cleo ^nn+++??+=cleo
Curucutu ^np+++??+=Curucutu
brings ^vbz++++=brings
hope ^nn++++=hope
for ^in++++=for
the ^ati++++=the
species ^nns++++=species
to ^in++++=to
survive ^vb++++=survive
( ^zz++++=(Braga
braga ^nn++++=EXTRAWORD
2008 ^cd++++=2008).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
