The ^ati++++=The
species ^nn++++=species
in ^in++++=in
both ^abx++++=both
vegetative ^jj+atrb+++=vegetative
and ^cc+phrs+++=and
reproductive ^jj+atrb+++=reproductive
states ^nns++++=states,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
placed ^vbd+++xvbn+=placed
in ^in++++=in
70 ^cd++++=70
alcohol ^nn++++=alcohol
or ^cc++++=or
herborized ^jj+++xvbn+=herborized,
, ^zz++++=EXTRAWORD
gets ^vbz++++=gets
blackened ^jj++++=blackened,
, ^zz++++=EXTRAWORD
an ^at++++=an
important ^jj+atrb+++=important
process ^nns+nom+++=process
that ^tht+rel+subj++=that
enables ^vbz++++=enables
the ^ati++++=the
collection ^nn+nom+++=collection
of ^in++++=of
descriptive ^jj+atrb+++=descriptive
data ^nns++++=data
about ^in++++=about
the ^ati++++=the
color ^nn++++=color
of ^in++++=of
the ^ati++++=the
plant ^nn++++=plant
in ^in++++=in
the ^ati++++=the
field ^nn++++=field.
. ^zz++++=EXTRAWORD
