The ^ati++++=The
numbers ^nns+nom+++=numbers
could ^md+pos+++=could
be ^vb+be+aux++=be
put ^vpsv++agls+xvbnx+=put
into ^in++++=into
cards ^nns++++=cards
in ^in++++=in
high ^jj+atrb+++=high
relief ^nn++++=relief,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
relief ^nn++++=relief
glue ^nn++++=glue,
, ^zz++++=EXTRAWORD
popsicle ^nn+++??+=popsicle
sticks ^nns++++=sticks
or ^cc++++=or
bead ^nn++++=bead
pieces ^nns++++=pieces.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
student ^nn++++=student
is ^vbz+bez+vrb++=is
familiar ^jj+pred+++=familiar
with ^in++++=with
such ^abl++++=such
resources ^nns++++=resources,
, ^zz++++=EXTRAWORD
the ^ati++++=the
numerals ^nns+nom+++=numerals
and ^cc++++=and
the ^ati++++=the
numbers ^nns+nom+++=numbers
in ^rb++++=in
full ^rb"++++=full
could ^md+pos+++=could
be ^vb+be+aux++=be
presented ^vpsv++agls+xvbnx+=presented
in ^in++++=in
Braille ^np+++??+=Braille
as ^rb++++=as
well ^rb++++=well.
. ^zz++++=EXTRAWORD
In ^in++++=In
Image ^nn++++=Image
7 ^zz++++=7,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
examples ^nns++++=examples
of ^in++++=of
those ^dt+dem+++=those
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
in ^in++++=in
Braille ^np+++??+=Braille,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
designed ^xvbn+++xvbn+=designed
in ^in++++=in
a ^at++++=a
special ^jj+atrb+++=Special
education ^nn+nom+++=Education
course ^nn++++=course.
. ^zz++++=EXTRAWORD
