The ^ati++++=The
purpose ^nn++++=purpose
of ^in++++=of
the ^ati++++=the
present ^jj+atrb+++=present
work ^nn++++=work
is ^vbz+bez+vrb++=is
to ^in++++=to
present ^jj+atrb+++=present
adaptation ^nn+nom+++=adaptation
suggestions ^nns+nom+++=suggestions
of ^in++++=of
activities ^nns+nom+++=activities
from ^in++++=from
an ^at++++=an
English ^jj+atrb+++=English
language ^nn+nom+++=language
textbook ^nn++++=textbook,
, ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi+vbi+aux++=be
used ^vpsv++by+xvbnx+=used
by ^in++++=by
blind ^jj+atrb+++=blind
students ^nns++++=students
in ^in++++=in
the ^ati++++=the
sixth ^od++++=sixth
year ^nn++++=year
of ^in++++=of
Basic ^jj+atrb+++=Basic
Education ^nn+nom+++=Education.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
qualitative ^jj+atrb+++=qualitative
research ^nn++++=research,
, ^zz++++=EXTRAWORD
inscribed ^j+++xvbn+=inscribed
in ^in++++=in
the ^ati++++=the
area ^nn++++=area
of ^in++++=of
Applied ^jj+atrb++xvbn+=Applied
Linguistics ^nn++++=Linguistics,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
sought ^vbd+++xvbn+=sought
to ^to++++=to
provide ^vbi+vsua+++=provide
a ^at++++=a
Review ^nn++++=Review
of ^in++++=of
Literature ^nn++++=Literature
on ^in++++=on
research ^nn++++=research
about ^in++++=about
the ^ati++++=the
adaptation ^nn+nom+++=adaptation
of ^in++++=of
materials ^nns+nom+++=materials
for ^in++++=for
blind ^jj+atrb+++=blind
students ^nns++++=students,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
comprised ^vbd+++xvbn+=comprised
our ^pp$+pp1+++=our
previous ^jj+atrb+++=previous
studies ^nns++++=studies.
. ^zz++++=EXTRAWORD
Highlights ^np+++??+=Highlights
of ^in++++=of
themes ^nns++++=themes
approached ^vbd+++xvbn+=approached
include ^vb++++=include
the ^ati++++=the
lack ^nn++++=lack
of ^in++++=of
research ^nn++++=research
and ^cc++++=and
of ^in++++=of
adapted ^xvbn+++xvbn+=adapted
materials ^nns+nom+++=materials
for ^in++++=for
blind ^jj+atrb+++=blind
students ^nns++++=students,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lack ^nn++++=lack
of ^in++++=of
preparation ^nn+nom+++=preparation
of ^in++++=of
teachers ^nns+nom+++=teachers
to ^to+vcmp+++=to
deal ^vbi++++=deal
with ^in+ppvb+++=with
the ^ati++++=the
specificities ^nns+nom+++=specificities
of ^in++++=of
those ^dt+dem+++=those
students ^nns++++=students
and ^cc++++=and
problems ^nns++++=problems
in ^in++++=in
the ^ati++++=the
development ^nn+nom+++=development
of ^in++++=of
autonomy ^nn++++=autonomy
and ^cc++++=and
inclusion ^nn++++=inclusion
of ^in++++=of
blind ^jj+atrb+++=blind
students ^nns++++=students
in ^in++++=in
class ^nn++++=class.
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn+nom+++=addition,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
searched ^vbd+++xvbn+=searched
on ^in++++=on
those ^dt+dem+++=those
studies ^nns++++=studies
for ^in++++=for
understanding ^xvbg+++xvbg+=understanding
and ^cc++++=and
ideas ^nns++++=ideas
of ^in++++=of
methodologies ^nns+++??+=methodologies
and ^cc++++=and
adaptations ^nns+nom+++=adaptations
of ^in++++=of
didactic ^jj+atrb+++=didactic
materials ^nns+nom+++=materials
for ^in++++=for
the ^ati++++=the
proposals ^nns+nom+++=proposals
developed ^vbd+++xvbn+=developed
in ^in++++=in
the ^ati++++=the
English ^jj+atrb+++=English
field ^nn++++=field.
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
second ^od++++=second
moment ^nn++++=moment,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sixth ^od++++=sixth
grade ^nn++++=grade
English ^jj+atrb+++=English
textbook ^nn++++=textbook
most ^ql+emph+++=most
chosen ^vpsv++by+xvbn+=chosen
by ^in++++=by
public ^jj+atrb+++=public
schools ^nns++++=schools
in ^in++++=in
Santa ^&fw++++=Santa
Maria ^&fw++++=Maria
in ^in++++=in
2021 ^cd++++=2021,
, ^zz++++=EXTRAWORD
entitled ^xvbn+++xvbn+=entitled
Way ^nn++++=Way
to ^in++++=to
English ^nn++++=English
for ^in++++=for
Brazilian ^jj+atrb+++=Brazilian
Learners ^nns+nom+++=Learners
6 ^zz++++=6
( ^zz++++=(FRANCO;
franco ^np++++=EXTRAWORD
; ^zz++++=EXTRAWORD
Tavares ^np+++??+=TAVARES,
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
analyzed ^vpsv++agls+xvbnx+=analyzed.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
the ^ati++++=the
analysis ^nn++++=analysis
of ^in++++=of
the ^ati++++=the
textbook ^nn++++=textbook
revealed ^vbd+vprv++xvbn+=revealed
that ^tht+vcmp+++=that
the ^ati++++=the
most ^ql+emph+++=most
relevant ^jj+atrb+++=relevant
section ^nn+nom+++=section
to ^to++++=to
be ^vbi+vbi+aux++=be
adapted ^vpsv++agls+xvbnx+=adapted
is ^vbz+bez+vrb++=is
the ^ati++++=the
Vocabulary ^nn+nom+++=Vocabulary
Corner ^npl++++=Corner
, ^zz++++=,
which ^whp+rel+subj++=which
encompasses ^vbz++++=encompasses
vocabulary ^nn+nom+++=vocabulary
activities ^nns+nom+++=activities
referring ^vwbg+++xvbg+=referring
to ^in++++=to
all ^abn++++=all
units ^nns++++=units
of ^in++++=of
the ^ati++++=the
book ^nn++++=book.
. ^zz++++=EXTRAWORD
After ^in++++=After
this ^dt+dem+++=this
process ^nns+nom+++=process,
, ^zz++++=EXTRAWORD
adaptations ^nns+nom+++=adaptations
for ^in++++=for
six ^cd++++=six
activities ^nns+nom+++=activities
in ^in++++=in
the ^ati++++=the
book ^nn++++=book
were ^vbd+bed+aux++=were
suggested ^vpsv++agls+xvbnx+=suggested,
, ^zz++++=EXTRAWORD
built ^j+++xvbn+=built
on ^in++++=on
the ^ati++++=the
basis ^nn++++=basis
of ^in++++=of
the ^ati++++=the
Literature ^nn++++=Literature
Review ^nn++++=Review,
, ^zz++++=EXTRAWORD
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
make ^vb++++=make
them ^pp3o+pp3+++=them
inclusive ^jj++++=inclusive
and ^cc+phrs+++=and
accessible ^jj++++=accessible
for ^in++++=for
blind ^jj+atrb+++=blind
students ^nns++++=students.
. ^zz++++=EXTRAWORD
