The ^ati++++=The
quality ^nn+nom+++=quality
and ^cc++++=and
Effectiveness ^nns+nom+++=Effectiveness
of ^in++++=of
Factor ^nn++++=Factor
Score ^nn++++=Score
estimates ^nns+nom+++=estimates
( ^zz++++=(Ferrando
ferrando ^nn+++??+=EXTRAWORD
e ^zz++++=e
Lorenzo ^np+++??+=Lorenzo-Seva
- ^zz++++=EXTRAWORD
seva ^nn+++??+=EXTRAWORD
2018 ^cd++++=2018)
) ^zz++++=EXTRAWORD
showed ^vbd+vprv++xvbn+=showed:
: ^zz++++=EXTRAWORD
Factor ^nn++++=Factor
Determinacy ^np+nom++??+=Determinacy
Index ^nn++++=Index
( ^zz++++=(FDI
fdi ^nn+++??+=EXTRAWORD
= ^zz++++==
0.982 ^nn+++??+=0.982)
) ^zz++++=EXTRAWORD
for ^in++++=for
factor ^nn++++=factor
1 ^zz++++=1,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
( ^zz++++=(FDI
fdi ^nn+++??+=EXTRAWORD
= ^zz++++==
0.933 ^nn+++??+=0.933)
) ^zz++++=EXTRAWORD
for ^in++++=for
factor ^nn++++=factor
2 ^zz++++=2;
; ^zz++++=EXTRAWORD
Orion ^np+++??+=ORION
marginal ^jj+atrb+++=marginal
reliability ^nn+nom+++=reliability
showed ^vbd+vprv++xvbn+=showed
( ^zz++++=(ORION
orion ^nn+++??+=EXTRAWORD
= ^zz++++==
0.964 ^nn+++??+=0.964)
) ^zz++++=EXTRAWORD
for ^in++++=for
factor ^nn++++=factor
1 ^zz++++=1
and ^cc++++=and
( ^zz++++=(ORION
orion ^nn+++??+=EXTRAWORD
= ^zz++++==
0.871 ^nn+++??+=0.871)
) ^zz++++=EXTRAWORD
for ^in++++=for
factor ^nn++++=factor
2 ^zz++++=2
as ^in++++=as
factorial ^jj+atrb+++=factorial
score ^nn++++=score
reliability ^nn+nom+++=reliability
indicators ^nns++++=indicators.
. ^zz++++=EXTRAWORD
Finally ^rb+cnj+++=Finally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Sensitivity ^nn+nom+++=Sensitivity
ratio ^nn++++=ratio
( ^zz++++=(SR)
sr ^npt++++=EXTRAWORD
) ^zz++++=EXTRAWORD
score ^nn++++=score
was ^vbd+bedz+vrb++=was
for ^in++++=for
the ^ati++++=the
first ^od++++=first
factor ^nn++++=factor
( ^zz++++=(SR
sr ^npt++++=EXTRAWORD
= ^zz++++==
5.200 ^cd++++=5.200)
) ^zz++++=EXTRAWORD
and ^cc++++=and
( ^zz++++=(SR
sr ^npt++++=EXTRAWORD
= ^zz++++==
2.597 ^cd++++=2.597)
) ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
second ^od++++=second
factor ^nn++++=factor.
. ^zz++++=EXTRAWORD
