The ^ati++++=The
statistical ^jj+atrb+++=statistical
results ^nns++++=results
indicate ^vb+vprv+++=indicate
that ^tht+vcmp+++=that
the ^ati++++=the
treatments ^nns++++=treatments
are ^vb+ber+vrb++=are
similar ^jj+pred+++=similar
in ^in++++=in
relation ^nn++++=relation
to ^in++++=to
the ^ati++++=the
diversity ^nn++++=diversity
of ^in++++=of
spiders ^nns+++??+=spiders.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
that ^tht+vcmp+++=that
the ^ati++++=the
two ^cd++++=two
most ^ap+emph+++=most
abundant ^jj+atrb+++=abundant
families ^nns++++=families
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
mostly ^rb++++=mostly
from ^in++++=from
different ^jj+atrb+++=different
areas ^nns++++=areas.
. ^zz++++=EXTRAWORD
Significant ^jj+atrb+++=Significant
changes ^nns++++=changes
in ^in++++=in
temperature ^nn++++=temperature
and ^cc++++=and
humidity ^nn++++=humidity
do ^vb+do+aux++=do
not ^xnot++not++=not
influence ^vb++++=influence
the ^ati++++=the
distribution ^nn++++=distribution
of ^in++++=of
the ^ati++++=the
spider ^nn++++=spider
assembly ^nn++++=assembly
( ^zz++++=(Maciel
maciel ^nn+++??+=EXTRAWORD
2011 ^cd++++=2011).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
leaf ^nn++++=leaf
architecture ^nn++++=architecture
can ^md+pos+++=can
influence ^vb++++=influence
different ^jj+atrb+++=different
guilds ^nns++++=guilds
in ^in++++=in
different ^jj+atrb+++=different
ways ^nns++++=ways,
, ^zz++++=EXTRAWORD
even ^rb++++=even
if ^cs+cnd+++=if
it ^pp3+it+++=it
does ^vbz+doz+aux++=does
not ^xnot++not++=not
influence ^vb++++=influence
their ^pp$+pp3+++=their
prey ^nn++++=prey
( ^zz++++=(Diniz
diniz ^nn++++=EXTRAWORD
2011 ^cd++++=2011).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
