The ^ati++++=The
species ^nn++++=species
of ^in++++=of
Vellozia ^np+++??+=Vellozia
grown ^vbd+++xvbn+=grown
in ^in++++=in
open ^jj+atrb+++=open
fields ^nns++++=fields
show ^vb+vprv+++=show
a ^at++++=a
strong ^jj+atrb+++=strong
photodissipating ^nn+++??+=photodissipating
apparatus ^nn++++=apparatus,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
important ^jj+pred+++=important
to ^to+jcmp+++=to
protect ^vbi++++=protect
the ^ati++++=the
leaves ^nns++++=leaves
from ^in++++=from
the ^ati++++=the
stressful ^nn+++??+=stressful
conditions ^nns++++=conditions
of ^in++++=of
Cerrado ^np+++??+=Cerrado
the ^ati++++=the
dry ^jj+atrb+++=dry
season ^nn++++=season
together ^rb++++=together
with ^in++++=with
a ^at++++=a
high ^jj+atrb+++=high
solar ^jj+atrb+++=solar
irradiance ^nn+++??+=irradiance.
. ^zz++++=EXTRAWORD
Tocotrienols ^np+++??+=Tocotrienols,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+vrb++=are
strong ^jj+atrb+++=strong
antioxidant ^nn+++??+=antioxidant
compounds ^nns++++=compounds
of ^in++++=of
vitamin ^nn++++=vitamin
E ^zz++++=E
complex ^jj++++=complex
basically ^rb+down+++=basically
found ^vbd+vprv++xvbn+=found
in ^in++++=in
seeds ^nns++++=seeds,
, ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
identified ^vpsv++agls+xvbnx+=identified
in ^in++++=in
leaves ^nns++++=leaves
of ^in++++=of
V ^zz++++=V.
. ^zz++++=EXTRAWORD
gigantea ^nn+++??+=gigantea
( ^zz++++=(Morales
morales ^nns+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2014 ^cd++++=2014,
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
same ^ap++++=same
time ^nn++++=time
those ^dt+dem+++=those
plants ^nns++++=plants
dissipate ^nn+++??+=dissipate
excess ^nn++++=excess
of ^in++++=of
light ^nn++++=light,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
need ^nn++++=need
high ^jj+atrb+++=high
light ^jj+atrb+++=light
intensities ^nns++++=intensities
for ^in++++=for
total ^jj+atrb+++=total
development ^nn++++=development
of ^in++++=of
the ^ati++++=the
photosynthetic ^nn++++=photosynthetic
apparatus ^nn++++=apparatus
and ^cc++++=and
leaf ^nn++++=leaf
structure ^nn++++=structure.
. ^zz++++=EXTRAWORD
