The ^ati++++=The
decision ^nn++++=decision
to ^to+ncmp+++=to
offer ^vbi++++=offer
such ^abl++++=such
workshop ^nn++++=workshop
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
in ^in++++=in
July ^nr++++=July,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
a ^at++++=a
difficult ^jj+atrb+++=difficult
semester ^nn+++??+=semester
in ^in++++=in
which ^whp+rel+pied++=which
their ^pp$+pp3+++=their
students ^nns++++=students
in ^in++++=in
areas ^nns++++=areas
such ^abl++++=such
as ^ql++++=as
Logistics ^np+++??+=Logistics,
, ^zz++++=EXTRAWORD
Human ^jj+atrb+++=Human
Resources ^nns++++=Resources,
, ^zz++++=EXTRAWORD
Commercial ^jj+atrb+++=Commercial
Management ^nn++++=Management,
, ^zz++++=EXTRAWORD
Systems ^nns++++=Systems
Analysis ^nn++++=Analysis,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Business ^nn++++=Business
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
understood ^vbd+vprv++xvbn+=understood
all ^abn++++=all
the ^ati++++=the
huge ^jj+atrb+++=huge
changes ^nns++++=changes
in ^in++++=in
their ^pp$+pp3+++=their
courses ^nns++++=courses
routines ^nns++++=routines,
, ^zz++++=EXTRAWORD
let ^j+++xvbn+=let
alone ^rb++++=alone
the ^ati++++=the
uncertainty ^nn++++=uncertainty
of ^in++++=of
the ^ati++++=the
job ^nn++++=job
market ^nn++++=market.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
the ^ati++++=the
objective ^nn++++=objective
of ^in++++=of
the ^ati++++=the
workshop ^nn++++=workshop
was ^vbd+bedz+aux++=was
to ^to++++=to
help ^vbi++++=help
participants ^nns++++=participants
share ^vb++++=share
their ^pp$+pp3+++=their
fears ^nns++++=fears
regarding ^in++++=regarding
speaking ^xvbg+++xvbg+=speaking
English ^jj+atrb+++=English
online ^nn+++??+=online
to ^in++++=to
a ^at++++=a
stranger ^nn++++=stranger
as ^in++++=as
well ^rb++++=well
as ^cs+sub+++=as
finding ^vbg+++xvbg+=finding
out ^rp+pl+++=out
what ^wdt+who+++=what
people ^nns++++=people
were ^vbd+bed+aux++=were
doing ^vbg+++xvbgx+=doing
worldwide ^nn+++??+=worldwide
to ^to++++=to
deal ^vbi++++=deal
with ^in+ppvb+++=with
the ^ati++++=the
crisis ^nn++++=crisis.
. ^zz++++=EXTRAWORD
Hopefully ^rb+cnj+++=Hopefully,
, ^zz++++=EXTRAWORD
this ^dt+pdem+++=this
would ^md+prd+++=would
help ^vb++++=help
participants ^nns++++=participants
critically ^rb++++=critically
understand ^vb+vprv+++=understand
different ^jj+atrb+++=different
views ^nns++++=views,
, ^zz++++=EXTRAWORD
take ^vb++++=take
a ^at++++=a
stance ^nn++++=stance
and ^cc++++=and
collaborate ^vb++++=collaborate
in ^in++++=in
whatever ^wdt+who+++=whatever
way ^nn++++=way
they ^pp3a+pp3+++=they
could ^md+pos+++=could.
. ^zz++++=EXTRAWORD
