The ^ati++++=The
dimension ^nn++++=dimension
2 ^zz++++=2
opposes ^vbz++++=opposes
individuals ^nns++++=individuals
belonging ^vwbg+++xvbg+=belonging
to ^in++++=to
B ^zz++++=B.
. ^zz++++=EXTRAWORD
parauchenoglanii ^nn+++??+=parauchenoglanii
( ^zz++++=(to
to ^in++++=EXTRAWORD
the ^ati++++=the
top ^nn++++=top
of ^in++++=of
the ^ati++++=the
graph ^nn++++=graph,
, ^zz++++=EXTRAWORD
characterized ^nn+++??+=characterized
by ^in++++=by
a ^at++++=a
strongly ^rb+amp+++=strongly
positive ^jj++++=positive
coordinate ^vb++++=coordinate
on ^in++++=on
the ^ati++++=the
axis ^nn++++=axis)
) ^zz++++=EXTRAWORD
to ^in++++=to
individuals ^nns++++=individuals
belonging ^vbg+++xvbg+=belonging
to ^in++++=to
bagrobdella ^np++++=Bagrobdella
vansteenbergei ^nn++++=vansteenbergei.
. ^zz++++=EXTRAWORD
