The ^ati++++=The
exploratory ^jj+atrb+++=exploratory
and ^cc+phrs+++=and
confirmatory ^jj+atrb+++=confirmatory
factorial ^nn+++??+=factorial
analyses ^nns++++=analyses
and ^cc++++=and
the ^ati++++=the
average ^jj+atrb+++=average
variance ^nn++++=variance
extracted ^vwbn+++xvbn+=extracted
were ^vbd+bed+aux++=were
performed ^vpsv++agls+xvbnx+=performed
using ^vbg+++xvbg+=using
the ^ati++++=the
statistical ^jj+atrb+++=statistical
software ^nn+++??+=software
R ^zz++++=R
Sem ^np+++??+=SEM
( ^zz++++=(Structural
structural ^jj+atrb+++=EXTRAWORD
Equation ^nn++++=Equation
Models ^nns++++=Models)
) ^zz++++=EXTRAWORD
package ^nn++++=package
version ^nn++++=version
0.9 ^nn+++??+=0.9-21
- ^zz++++=EXTRAWORD
21 ^cd++++=EXTRAWORD
and ^cc++++=and
for ^in++++=for
the ^ati++++=the
other ^ap++++=other
analyses ^nns++++=analyses
the ^ati++++=the
statistical ^jj+atrb+++=statistical
package ^nn++++=package
Spss ^np+++??+=SPSS
( ^zz++++=(Statistical
statistical ^jj+atrb+++=EXTRAWORD
Program ^np+++??+=Program
for ^in++++=for
social ^jj+atrb+++=Social
sciences ^nns++++=Sciences),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
version ^nn++++=version
20.0 ^cd++++=20.0
was ^vbd+bedz+aux++=was
used ^vbd+++xvbn+=used.
. ^zz++++=EXTRAWORD
