The ^ati++++=The
cross ^jj++++=cross-cultural
- ^zz++++=EXTRAWORD
cultural ^jj+atrb+++=EXTRAWORD
adaptation ^nn++++=adaptation
of ^in++++=of
a ^at++++=a
scale ^nn++++=scale
requires ^vbz++++=requires
care ^nn++++=care
so ^ql++++=so
that ^dt+dem+++=that
equivalence ^nn+++??+=equivalence
is ^vbz+bez+aux++=is
achieved ^vpsv++agls+xvbnx+=achieved
between ^in++++=between
the ^ati++++=the
original ^jj+atrb+++=original
version ^nn++++=version
and ^cc++++=and
the ^ati++++=the
translated ^jj+atrb++xvbn+=translated
and ^cc+phrs+++=and
adapted ^jj+atrb++xvbn+=adapted
version ^nn++++=version,
, ^zz++++=EXTRAWORD
paying ^vbg+++xvbg+=paying
attention ^nn++++=attention
to ^in++++=to
the ^ati++++=the
adequacy ^nn++++=adequacy
of ^in++++=of
each ^dt++++=each
country ^nn++++=country's
's ^$++++=EXTRAWORD
context ^nn++++=context
and ^cc++++=and
being ^vbg+beg++xvbg+=being
understandable ^jj++++=understandable
to ^in++++=to
the ^ati++++=the
target ^nn++++=target
population ^nn++++=population.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
present ^jj+atrb+++=present
study ^nn++++=study,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
applied ^vbd+++xvbn+=applied
all ^abn++++=all
international ^jj+atrb+++=international
guidelines ^nns+++??+=guidelines
for ^in++++=for
a ^at++++=a
good ^jj+atrb+++=good
quality ^nn++++=quality
of ^in++++=of
translation ^nn++++=translation
and ^cc++++=and
cross ^jj++++=cross-cultural
- ^zz++++=EXTRAWORD
cultural ^jj+atrb+++=EXTRAWORD
adaptation ^nn++++=adaptation
of ^in++++=of
the ^ati++++=the
Sbs ^np+++??+=SBS
Brislin ^np+++??+=Brislin
( ^zz++++=(1970;
1970 ^cd+date+++=EXTRAWORD
; ^zz++++=EXTRAWORD
1973 ^cd+date+++=1973;
; ^zz++++=EXTRAWORD
1980 ^cd+date+++=1980;
; ^zz++++=EXTRAWORD
1986 ^cd+date+++=1986),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Beaton ^np+++??+=Beaton
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2007 ^cd++++=2007;
; ^zz++++=EXTRAWORD
Guillemin ^np+++??+=Guillemin
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
( ^zz++++=(1993),
1993 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Eremenco ^np+++??+=Eremenco
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
( ^zz++++=(2005),
2005 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Herdman ^np+++??+=Herdman
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
( ^zz++++=(1997)
1997 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
verifying ^nn+++??+=verifying
face ^nn++++=face
validity ^nn++++=validity
( ^zz++++=(verified
verified ^vpsv++by+xvbn+=EXTRAWORD
by ^in++++=by
the ^ati++++=the
pilot ^nn++++=pilot
sample ^nn++++=sample),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
content ^nn++++=content
validity ^nn++++=validity
( ^zz++++=(verified
verified ^vpsv++by+xvbn+=EXTRAWORD
by ^in++++=by
the ^ati++++=the
experts ^nns++++=experts
committee ^nn++++=committee,
, ^zz++++=EXTRAWORD
by ^in++++=by
factor ^nn++++=factor
analysis ^nn++++=analysis
and ^cc++++=and
corrected ^vwbn+++xvbn+=corrected
item ^nn++++=item-total
- ^zz++++=EXTRAWORD
total ^jj+atrb+++=EXTRAWORD
correlation ^nn++++=correlation
and ^cc++++=and
Pearson ^np++++=Pearson
correlation ^nn++++=correlation)
) ^zz++++=EXTRAWORD
and ^cc++++=and
construct ^vb++++=construct
validity ^nn++++=validity
( ^zz++++=(by
by ^in++++=EXTRAWORD
exploratory ^jj+atrb+++=exploratory
and ^cc+phrs+++=and
confirmatory ^jj+atrb+++=confirmatory
factor ^nn++++=factor
analysis ^nn++++=analysis).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
