The ^ati++++=The
greatest ^jjt+atrb+++=greatest
number ^nn++++=number
of ^in++++=of
samples ^nns++++=samples
in ^in++++=in
the ^ati++++=the
corpus ^nn++++=corpus
comes ^vbz++++=comes
from ^in+ppvb+++=from
students ^nns++++=students
enrolled ^vbd+++xvbn+=enrolled
in ^in++++=in
courses ^nns++++=courses
from ^in++++=from
the ^ati++++=the
following ^jj+atrb++xvbg+=following
areas ^nns++++=areas:
: ^zz++++=EXTRAWORD
Physical ^jj+atrb+++=Physical
Sciences ^nns++++=Sciences
and ^cc++++=and
Engineering ^nn++++=Engineering
and ^cc++++=and
Biological ^jj++++=Biological
and ^cc++++=and
Health ^nn++++=Health
Sciences ^nns++++=Sciences.
. ^zz++++=EXTRAWORD
Humanities ^nns++++=Humanities
and ^cc++++=and
Arts ^nns++++=Arts,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
other ^ap++++=other
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
constitute ^vb++++=constitute
the ^ati++++=the
discipline ^nn++++=discipline
area ^nn++++=area
with ^in++++=with
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
number ^nn++++=number
of ^in++++=of
samples ^nns++++=samples
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
Figure ^nn++++=Figure
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
corpus ^nn++++=corpus
characteristic ^nn++++=characteristic
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
likely ^jj++++=likely
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
total ^jj+atrb+++=total
number ^nn++++=number
of ^in++++=of
students ^nns++++=students
from ^in++++=from
Humanities ^nns++++=Humanities
and ^cc++++=and
Arts ^nns++++=Arts
and ^cc++++=and
Social ^jj+atrb+++=Social
Sciences ^nns++++=Sciences
and ^cc++++=and
Education ^nn++++=Education
enrolled ^vbd+++xvbn+=enrolled
in ^in++++=in
English ^nn++++=English
for ^in++++=for
Academic ^jj+atrb+++=Academic
Purposes ^nns++++=Purposes
disciplines ^nns++++=disciplines
being ^vwbg+beg++xvbg+=being
considerably ^rb++++=considerably
lower ^jjr++++=lower
than ^in++++=than
those ^dt+dem+++=those
in ^in++++=in
the ^ati++++=the
biological ^jj+atrb+++=Biological
and ^cc+phrs+++=and
hard ^jj+atrb+++=Hard
sciences ^nns++++=Sciences
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
