The ^ati++++=The
application ^nn++++=application
of ^in++++=of
an ^at++++=an
economic ^jj+atrb+++=economic
model ^nn++++=model
built ^vbd+++xvbn+=built
on ^in++++=on
the ^ati++++=the
rational ^jj+atrb+++=rational
use ^nn++++=use
of ^in++++=of
biodiversity ^nn+++??+=biodiversity
would ^md+prd+++=would
not ^xnot++not++=not
only ^rb+down+++=only
contribute ^vb++++=contribute
to ^in++++=to
the ^ati++++=the
health ^nn++++=health
of ^in++++=of
terrestrial ^jj+atrb+++=terrestrial
life ^nn++++=life,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
also ^rb++++=also
to ^in++++=to
the ^ati++++=the
preservation ^nn++++=preservation
of ^in++++=of
life ^nn++++=life
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Philp ^np+++??+=Philp
( ^zz++++=(2015)
2015 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
points ^nns++++=points
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
maintained ^vpsv++agls+xvbnx+=maintained
in ^in++++=in
the ^ati++++=the
long ^jj+atrb+++=long
term ^nn++++=term
in ^in++++=in
the ^ati++++=the
unsustainability ^nn++++=unsustainability
conditions ^nns++++=conditions
of ^in++++=of
the ^ati++++=the
current ^jj+atrb+++=current
model ^nn++++=model.
. ^zz++++=EXTRAWORD
