The ^ati++++=The
primary ^jj+atrb+++=primary
motivation ^nn++++=motivation
for ^in++++=for
using ^xvbg+++xvbg+=using
a ^at++++=a
spatial ^jj+atrb+++=spatial
econometric ^nn+++??+=econometric
model ^nn++++=model
stems ^nns++++=stems
from ^in++++=from
extensive ^jj+atrb+++=extensive
empirical ^jj+atrb+++=empirical
literature ^nn++++=literature
that ^tht+rel+subj++=that
considers ^vbz+vprv+++=considers
space ^nn++++=space
as ^in++++=as
an ^at++++=an
intrinsic ^jj+atrb+++=intrinsic
feature ^nn++++=feature
of ^in++++=of
the ^ati++++=the
housing ^nn++++=housing
market ^nn++++=market,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
consequently ^rb+cnj+++=consequently,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
essentially ^rb+down+++=essentially
spatialized ^nn+++??+=spatialized
database ^nn+++??+=database
( ^zz++++=(Arnold,
arnold ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1987 ^cd+date+++=1987;
; ^zz++++=EXTRAWORD
1998b ^cd++++=1998b).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Also ^rb+cnj+++=Also,
, ^zz++++=EXTRAWORD
the ^ati++++=the
importance ^nn++++=importance
of ^in++++=of
testing ^xvbg+++xvbg+=testing
the ^ati++++=the
spatial ^jj+atrb+++=spatial
association ^nn++++=association
is ^vbz+bez+aux++=is
related ^vpsv++agls+xvbnx+=related
to ^to++++=to
two ^cd++++=two
effects ^nns++++=effects
overlapping ^vwbg+++xvbg+=overlapping,
, ^zz++++=EXTRAWORD
once ^cs+tm+++=once
that ^dt+pdem+++=that,
, ^zz++++=EXTRAWORD
spatial ^jj+atrb+++=spatial
heterogeneity ^nn+++??+=heterogeneity
can ^md+pos+++=can
generate ^vb++++=generate
spatial ^jj+atrb+++=spatial
autocorrelation ^nn+++??+=autocorrelation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
spatial ^jj+atrb+++=spatial
autocorrelation ^nn++++=autocorrelation
can ^md+pos+++=can
generate ^vb++++=generate
spatial ^jj+atrb+++=spatial
heterogeneity ^nn++++=heterogeneity.
. ^zz++++=EXTRAWORD
