The ^ati++++=The
objective ^nn++++=objective
of ^in++++=of
this ^dt+dem+++=this
study ^nn++++=study
was ^vbd+bedz+vrb++=was
to ^in++++=to
analyze ^nn+++??+=analyze
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
the ^ati++++=the
workers ^nns++++=workers
who ^whp+rel+subj++=who
worked ^vbd+++xvbn+=worked
from ^in++++=from
home ^nr++++=home
in ^in++++=in
Brazil ^np++++=Brazil
and ^cc+cls+++=and
how ^wrb+who+++=how
unequal ^jj++++=unequal
the ^ati++++=the
probabilities ^nns++++=probabilities
of ^in++++=of
remote ^jj+atrb+++=remote
work ^nn++++=work
were ^vbd+bed+vrb++=were,
, ^zz++++=EXTRAWORD
considering ^vbg+++xvbg+=considering
different ^jj+atrb+++=different
sociodemographic ^nn+++??+=sociodemographic
and ^cc++++=and
work ^nn++++=work
characteristics ^nns++++=characteristics.
. ^zz++++=EXTRAWORD
For ^in++++=For
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
used ^vbd+++xvbn+=used
descriptive ^jj++++=descriptive
graphical ^jj++++=graphical
and ^cc++++=and
Kernel ^nn++++=Kernel
density ^nn++++=density
analyzes ^nns+++??+=analyzes
and ^cc++++=and
Probit ^np+++??+=Probit
Regressions ^vbz++++=regressions
Based ^vpsv++agls+xvbn+=based
On ^in++++=on
Pnad ^np++++=PNAD
Covid ^np++++=COVID-19
 ^zz++++=EXTRAWORD
9 ^cd++++=EXTRAWORD
Microdata ^nn++++=microdata.
 ^zz++++=EXTRAWORD
