The ^ati++++=The
aleurone ^nn+++??+=aleurone
layer ^nn++++=layer
that ^tht+rel+subj++=that
surrounds ^vbz++++=surrounds
the ^ati++++=the
endosperm ^nn+++??+=endosperm
and ^cc++++=and
the ^ati++++=the
embryo ^nn++++=embryo
is ^vbz+bez+aux++=is
presented ^vpsv++agls+xvbnx+=presented
in ^in++++=in
a ^at++++=a
single ^jj+atrb+++=single
layer ^nn++++=layer
of ^in++++=of
cells ^nns++++=cells,
, ^zz++++=EXTRAWORD
of ^in++++=of
a ^at++++=a
thick ^jj+atrb+++=thick
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
presence ^nn++++=presence
of ^in++++=of
acid ^jj+atrb+++=acid
polysaccharides ^nns+++??+=polysaccharides
in ^in++++=in
the ^ati++++=the
cytoplasm ^nn+++??+=cytoplasm
and ^cc++++=and
cell ^nn++++=cell
wall ^nn++++=wall
( ^zz++++=(figure
figure ^nn++++=EXTRAWORD
1c ^cd++++=1c,
, ^zz++++=EXTRAWORD
see ^vb+vprv+++=see
arrow ^nn++++=arrow).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Concurrent ^jj++++=Concurrent,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
an ^at++++=an
absence ^nn++++=absence
of ^in++++=of
starch ^nn++++=starch
grains ^nns++++=grains
in ^in++++=in
the ^ati++++=the
cytoplasm ^nn++++=cytoplasm
of ^in++++=of
the ^ati++++=the
aleurone ^nn++++=aleurone
layer ^nn++++=layer.
. ^zz++++=EXTRAWORD
