The ^ati++++=The
variables ^nns++++=variables
in ^in++++=in
Table ^nn++++=Table
2 ^zz++++=2
were ^vbd+bed+aux++=were
chosen ^vpsv++agls+xvbnx+=chosen
in ^in++++=in
line ^nn++++=line
with ^in++++=with
the ^ati++++=the
objective ^nn++++=objective
of ^in++++=of
our ^pp$+pp1+++=our
study ^nn++++=study,
, ^zz++++=EXTRAWORD
to ^to++++=to
investigate ^vbi++++=investigate
inequalities ^nns++++=inequalities
in ^in++++=in
the ^ati++++=the
probabilities ^nns++++=probabilities
of ^in++++=of
remote ^jj+atrb+++=remote
work ^nn++++=work
in ^in++++=in
view ^nn++++=view
of ^in++++=of
different ^jj+atrb+++=different
socioeconomic ^nn+++??+=socioeconomic
and ^cc++++=and
work ^nn++++=work
characteristics ^nns++++=characteristics.
. ^zz++++=EXTRAWORD
Also ^rb+cnj+++=Also,
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
variables ^nns++++=variables
were ^vbd+bed+aux++=were
selected ^vpsv++agls+xvbnx+=selected
according ^in++++=according
to ^to++++=to:
: ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=i)
) ^zz++++=EXTRAWORD
classical ^jj+atrb+++=classical
studies ^nns++++=studies
that ^tht+rel+subj++=that
addressed ^vwbn+++xvbn+=addressed
labor ^nn+++??+=labor
market ^nn++++=market
issues ^nns++++=issues
as ^ql++++=as
in ^in++++=in
Mincer ^np+++??+=Mincer
( ^zz++++=(1962)
1962 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
labor ^nn+++??+=labor
force ^nn++++=force
participation ^nn++++=participation
decisions ^nns++++=decisions,
, ^zz++++=EXTRAWORD
Heckman ^np+++??+=Heckman
( ^zz++++=(1974)
1974 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
shadow ^nn++++=shadow
prices ^nns++++=prices
and ^cc++++=and
market ^nn++++=market
wages ^nns++++=wages,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mincer ^np+++??+=Mincer
( ^zz++++=(1974)
1974 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
Willis ^np++++=Willis
( ^zz++++=(1986)
1986 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
earnings ^nns++++=earnings
functions ^nns++++=functions;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ii ^nn+++??+=ii)
) ^zz++++=EXTRAWORD
recent ^jj+atrb+++=recent
empirical ^jj+atrb+++=empirical
works ^nns++++=works
on ^in++++=on
labor ^nn+++??+=labor
issues ^nns++++=issues
associated ^vbd+++xvbn+=associated
with ^in++++=with
Covid ^np+++??+=COVID-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
see ^vb+vprv+++=see
Bridi ^np+++??+=Bridi
( ^zz++++=(2020),
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mattei ^np+++??+=Mattei
and ^cc++++=and
Heinen ^np+++??+=Heinen
( ^zz++++=(2020),
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Pouliakas ^np+++??+=Pouliakas
( ^zz++++=(2020),
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Yasenov ^np+++??+=Yasenov
( ^zz++++=(2020),
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Al ^&fw++++=Al
Masri ^np+++??+=Masri
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2021),
2021 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Corseuil ^np+++??+=Corseuil
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2021)
2021 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
and ^cc++++=and
g ^zz++++=G
es ^&fw++++=es
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2021).
2021 ^cd++++=EXTRAWORD
). ^nn++++=EXTRAWORD
