The ^ati++++=The
main ^jjb+atrb+++=main
limitations ^nns++++=limitations
of ^in++++=of
the ^ati++++=the
study ^nn++++=study
refer ^vb++++=refer
to ^in++++=to
the ^ati++++=the
fact ^nn++++=fact
that ^tht+ncmp+++=that
the ^ati++++=the
sample ^nn++++=sample
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
representative ^nn++++=representative
of ^in++++=of
Brazilian ^jj+atrb+++=Brazilian
adolescents ^nns++++=adolescents
and ^cc++++=and
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
only ^rb+down+++=only
with ^in++++=with
adolescents ^nns++++=adolescents.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
sense ^nn++++=sense,
, ^zz++++=EXTRAWORD
studies ^nns++++=studies
with ^in++++=with
larger ^jjr+atrb+++=larger
samples ^nns++++=samples
and ^cc++++=and
with ^in++++=with
different ^jj+atrb+++=different
age ^nn++++=age
groups ^nns++++=groups
and ^cc++++=and
genders ^nns+++??+=genders
is ^vbz+bez+aux++=is
recommended ^vpsv++agls+xvbnx+=recommended.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
present ^jj+atrb+++=present
study ^nn++++=study
used ^vwbn+++xvbn+=used
several ^ap++++=several
criteria ^nns++++=criteria
to ^to++++=to
examine ^vbi++++=examine
the ^ati++++=the
content ^jj+atrb+++=content
validity ^nn++++=validity
of ^in++++=of
the ^ati++++=the
Sbs ^np+++??+=SBS,
, ^zz++++=EXTRAWORD
no ^at++++=no
gold ^nn++++=gold
standard ^nn++++=standard
is ^vbz+bez+vrb++=is
available ^jj+pred+++=available
to ^to++++=to
thoroughly ^rb+amp+splt++=thoroughly
verify ^vbi+vpub+++=verify
the ^ati++++=the
concept ^nn++++=concept.
. ^zz++++=EXTRAWORD
