The ^ati++++=The
mean ^jj+atrb+++=mean
values ^nns++++=values
of ^in++++=of
the ^ati++++=the
Pielou ^np+++??+=Pielou
index ^nn++++=index
were ^vbd+bed+vrb++=were
between ^in++++=between
0.78 ^nn+++??+=0.78
for ^in++++=for
region ^nn++++=region
R ^zz++++=R,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
0.87 ^nn+++??+=0.87
for ^in++++=for
region ^nn++++=region
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
in ^in++++=in
region ^nn++++=region
I ^pp1a+pp1+++=I
the ^ati++++=the
species ^nn++++=species
are ^vb+ber+vrb++=are
better ^jjr++++=better
distributed ^jj+++xvbn+=distributed,
, ^zz++++=EXTRAWORD
with ^in++++=with
no ^at++++=no
ecological ^nn+++??+=ecological
dominance ^nn++++=dominance,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
can ^md+pos+++=can
be ^vb+be+aux++=be
observed ^vpsv++agls+xvbnx+=observed
that ^tht+vcmp+++=that
the ^ati++++=the
values ^nns++++=values
index ^nn++++=index
for ^in++++=for
both ^abx++++=both
areas ^nns++++=areas
are ^vb+ber+vrb++=are
high ^jj+pred+++=high,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
a ^at++++=a
good ^jj+atrb+++=good
distribution ^nn++++=distribution
of ^in++++=of
species ^nn++++=species.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
the ^ati++++=the
value ^nn++++=value
for ^in++++=for
the ^ati++++=the
Pielou ^np+++??+=Pielou
index ^nn++++=index
is ^vbz+bez+vrb++=is
low ^jj+pred+++=low,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
possible ^jj+pred+++=possible
to ^to+jcmp+++=to
assume ^vbi+vprv+++=assume
that ^tht+vcmp+++=that
the ^ati++++=the
total ^jj+atrb+++=total
number ^nn++++=number
of ^in++++=of
individuals ^nns++++=individuals
belongs ^vbz++++=belongs
to ^in++++=to
a ^at++++=a
few ^ap++++=few
species ^nn++++=species
( ^zz++++=(Pin
pin ^nn++++=EXTRAWORD
- ^zz++++=-Rodrigues
rodrigues ^nns+++??+=EXTRAWORD
& ^zz++++=&
Aoki ^np+++??+=Aoki
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
a ^at++++=a
study ^nn++++=study
carried ^vbd+++xvbn+=carried
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
semideciduous ^vbz+++??+=semideciduous
forest ^npl++++=forest,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Pielou ^np+++??+=Pielou
index ^nn++++=index
found ^vbd+vprv++xvbn+=found
was ^vbd+bedz+vrb++=was
0.79 ^nn+++??+=0.79,
, ^zz++++=EXTRAWORD
considering ^vbg+++xvbg+=considering
the ^ati++++=the
values ^nns++++=values
of ^in++++=of
the ^ati++++=the
present ^jj+atrb+++=present
study ^nn++++=study
( ^zz++++=(Bargoena
bargoena ^nn++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
