The ^ati++++=The
relationship ^nn++++=relationship
of ^in++++=of
mimesis ^nns+++??+=mimesis
with ^in++++=with
education ^nn++++=education
can ^md+pos+++=can
also ^rb++++=also
be ^vb+be+aux++=be
thought ^vpsv++agls+xvbnx+=thought
of ^in++++=of
from ^in++++=from
the ^ati++++=the
etymological ^jj+atrb+++=etymological
origin ^nn++++=origin
of ^in++++=of
the ^ati++++=the
verb ^nn++++=verb
to ^to++++=to
educate ^vbi++++=educate
( ^zz++++=(e/ducare,
e ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
Latin ^jj++++=Latin),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
a ^at++++=a
process ^nn++++=process
of ^in++++=of
leading ^xvbg+++xvbg+=leading
( ^zz++++=(d
d ^zz++++=EXTRAWORD
cere ^nn+++??+=cere)
) ^zz++++=EXTRAWORD
the ^ati++++=the
child ^nn++++=child
outside ^in+cmpx+++=outside
of ^in"++++=of
himself ^ppl+pp3+++=himself
( ^zz++++=(e-ex)
e ^zz++++=EXTRAWORD
- ^zz++++=EXTRAWORD
ex ^np++++=EXTRAWORD
) ^zz++++=EXTRAWORD
( ^zz++++=(Martins,
martins ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2005 ^cd++++=2005)
) ^zz++++=EXTRAWORD
and ^cc++++=and
prepare ^vb++++=prepare
her ^pp$+pp3+++=her
to ^to++++=to
live ^vbi++++=live
in ^in++++=in
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
To ^in++++=To
that ^dt+dem+++=that
extent ^nn++++=extent,
, ^zz++++=EXTRAWORD
the ^ati++++=the
educational ^jj+atrb+++=educational
process ^nn++++=process
is ^vbz+bez+vrb++=is
a ^at++++=a
driving ^nn++++=driving
process ^nn++++=process.
. ^zz++++=EXTRAWORD
