The ^ati++++=The
species ^nn++++=species
richness ^nn++++=richness
estimators ^vb+++??+=estimators
that ^tht+vcmp+subj++=that
came ^vbd+++xvbn+=came
closest ^jjt++++=closest
to ^in++++=to
the ^ati++++=the
total ^nn++++=total
of ^in++++=of
observed ^vbn+vprv+tht0+xvbn+=observed
species ^nns++++=species
were ^vbd+bed+vrb++=were
Bootstrap ^np+++??+=Bootstrap
and ^cc++++=and
Jackknife ^np+++??+=Jackknife
1 ^zz++++=1,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
indicated ^vbd+vprv++xvbnx+=indicated
24 ^cd++++=24
31 ^cd++++=31
species ^nn++++=species
potentially ^rb++++=potentially
present ^jj++++=present
( ^zz++++=(figure
figure ^nn++++=EXTRAWORD
5 ^zz++++=5
a ^at++++=a),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
result ^nn++++=result
was ^vbd+bedz+aux++=was
obtained ^vpsv++agls+xvbnx+=obtained
when ^wrb+who+++=when
performed ^vbd+++xvbn+=performed
as ^ql++++=as
a ^at++++=a
function ^nn++++=function
of ^in++++=of
richness ^nn++++=richness
per ^in++++=per
treatment ^nn++++=treatment,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
only ^rb+down+++=only
Bootstrap ^np+++??+=Bootstrap
was ^vbd+bedz+vrb++=was
within ^in++++=within
the ^ati++++=the
standard ^jj+atrb+++=standard
deviation ^nn++++=deviation
in ^in++++=in
the ^ati++++=the
three ^cd++++=three
treatments ^nns++++=treatments
( ^zz++++=(FA,
fa ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Ia ^np+++??+=IA,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Da ^np+++??+=DA),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Jackknife ^np+++??+=Jackknife
2 ^zz++++=2
and ^cc++++=and
Chao ^np+++??+=Chao
1 ^zz++++=1
were ^vbd+bed+vrb++=were
the ^ati++++=the
least ^rbt++++=least
conservative ^nn++++=conservative,
, ^zz++++=EXTRAWORD
Jackknife ^np+++??+=Jackknife
1 ^zz++++=1
and ^cc++++=and
Bootstrap ^np+++??+=Bootstrap
were ^vbd+bed+vrb++=were
the ^ati++++=the
most ^ql+emph+++=most
conservative ^jj++++=conservative.
. ^zz++++=EXTRAWORD
Ia ^np+++??+=IA
has ^vbz+hvz+vrb++=has
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
difference ^nn++++=difference
between ^in++++=between
estimators ^nns+++??+=estimators
( ^zz++++=(figure
figure ^nn++++=EXTRAWORD
5 ^zz++++=5
c ^zz++++=c),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Da ^np+++??+=DA
and ^cc++++=and
Fa ^nn++++=FA
have ^vb+hv+vrb++=have
the ^ati++++=the
greatest ^jjt+atrb+++=greatest
difference ^nn++++=difference
between ^in++++=between
estimators ^nns++++=estimators
( ^zz++++=(figure
figure ^nn++++=EXTRAWORD
5 ^zz++++=5
b ^zz++++=b,
, ^zz++++=EXTRAWORD
d ^zz++++=d).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
