A ^at++++=A
non ^&fw++++=non-denominational
- ^zz++++=EXTRAWORD
denominational ^jj+atrb+++=EXTRAWORD
or ^cc+phrs+++=or
secular ^jj+atrb+++=secular
school ^nn++++=school
typically ^rb++++=typically
offers ^vbz++++=offers
an ^at++++=an
ethics ^nn++++=ethics
programme ^nn++++=programme
that ^tht+rel+subj++=that
does ^vbz+doz+aux++=does
not ^xnot++not++=not
integrate ^vb++++=integrate
moral ^jj+atrb+++=moral
and ^cc+phrs+++=and
spiritual ^jj+atrb+++=spiritual
development ^nn++++=development
within ^in++++=within
its ^pp$+it+++=its
curriculum ^nn++++=curriculum.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
such ^abl++++=such
a ^at++++=a
school ^nn++++=school
operates ^vbz++++=operates
on ^in++++=on
the ^ati++++=the
premise ^nn++++=premise
that ^tht+rel+++=that
morality ^nn++++=morality
can ^md+pos+++=can
be ^vb+be+aux++=be
addressed ^xvbn+++xvbn+=addressed
independently ^rb++++=independently
of ^in++++=of
spirituality ^nn++++=spirituality
( ^zz++++=(Doyle,
doyle ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
